context	segment	gender
"In the late 1980s and early 1990s, he turned from programming and application books to imaging technology, writing some of the very first books devoted to scanners (The Complete Scanner Handbook, Dow-Jones Irwin, 1990) and digital Photography (Digital Photography, MIS Press, 1995.) "	" While working full-time as an author, Busch continued to write articles and monthly columns for magazines such HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources, and many other publications."	male
"He enjoyed the best goalscoring form of his career here, which earned him a move to English Premier League club Wolverhampton Wanderers in 2009, where he made just ten appearances before returning to Austria. "	 Maierhofer was initially trained as a restaurant specialist/cook.	male
"By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. "	 Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	male
Durrio tried to help his poverty-stricken friend in Tahiti by promoting his oeuvre in Paris. 	 The 1906 exhibition of Gauguin's work left Picasso more than ever in this artist's thrall.	male
"He alternated the drawing of Nippur de Lagash with his creator, Lucho Olivera. "	" Mulko is the artist who has drawn more episodes of Nippur; more than 150 in two stages: between 1972 and 1976, and between 1988 and 1994."	male
"In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. "	" Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950."	male
"It finally leads him to union with Christ by exciting love for him as well as by pointing out the frailty of all creatures: It is necessary to leave the beloved thing for the beloved, because Jesus wishes to be loved above all things (Oportet dilectum propter dilectum relinquere, quia Jesus vult solus super omnia amari: II, xvii). "	" Though the book betrays that the author was well versed not only in Scholastic philosophy and theology, but also in the secrets of the mystical life, yet this fact never obtrudes itself on the reader, nor does it obscure the meaning of the contents."	male
"Since 1976, he has worked as a freelance writer. "	" Maar is the author of a large number of novels, short stories and plays."	male
"But Wilders did not want to cooperate, the Dutch right splintered, and Spruyt decided to end his brief political career after six months. "	" After leaving politics, Spruyt entered a life as an independent consultant, journalist, teacher, writer and speaker."	male
"He is reputed to have led a secluded Islamic life as a marabout until his death on 14 October 2017 in Sévaré, aged 77. "	" It was met with wide critical acclaim, winning the Prix Renaudot that very year, the first African author to do so."	male
"At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. "	 From the beginning Zigliara was a student of uncommon brilliancy.	male
	 McKay was elected student body president in 1916.	male
"Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. "	 Wiinblad was an important designer for the Rosenthal porcelain company.	male
Gemmell later said that his Managing Director had regarded it a poisonous attack on his integrity. 	" After the publication of Waylander, Gemmell became an author full-time, writing over thirty novels in total, some as part of long-running series, others as standalone works."	male
"In 1993 Jungnickel joined Augsburg University where he occupies the chair for discrete mathematics, optimisation, and operations research. "	 A reviewer notes that The author does a beautiful job showing and developing the practical applicability of the fascinating area of finite field theory.	male
He left his position for personal reasons and took several clerical and accounting jobs. 	" After briefly serving in law enforcement for the colonial government, Gizenga became a teacher at a secondary Catholic school."	male
"He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. "	" As a result, Shapinsky became a 'revived artist' as an abstract impressionist."	male
"He moved to Sarajevo in September, 1909, and worked as a curator and later administrator at the National Museum of Bosnia and Herzegovina, this period started his intensive years of working. "	 Ćorović was also a secretary of the Serbian cultural society „Prosvjeta“ in Sarajevo and organizer of its annual publication (Calendar) of 1911.	male
"The author himself had no very high opinion of the work, remarking that he had written it chiefly for young students. "	" The Shulchan Aruch achieved its reputation and popularity not only against the wishes of the author, but, perhaps, through the very scholars who criticized it."	male
"Welles' main objection to the generally accepted translations of Nostradamus' quatrains (so called because Nostradamus organized all his works into a series of four lined prose, which were then collected into centuries, or groups of 100 such works) relates in part to the translation efforts. "	" While many skilled linguists have worked on the problem of translating the works of Nostradamus, all have struggled with the format the author used."	male
"Additionally, he served as a playoff reinforcement for the Pastora de Los Llanos and Cardenales de Lara, making him one of few players to wear all uniforms in the eight-team league. "	" Starting 2009, Álvarez engaged on a musical career as a reggaeton artist."	male
"The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. "	" Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author."	male
"During the 1870s, several incidents made Alexander Stewart hostile towards Seligman, although the two men had served together on the board of the New York Railways Company, whose president was Judge Henry Hilton, a Tweed Ring associate. "	 The first incident involved Seligman's declining the post of Secretary of the Treasury.	male
"Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. "	" During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments."	male
"A third review, while not identifying any specific themes, said the author was layering his themes to make the book more exciting. "	 One of my goals as an author is to explore various aspects of human nature.	male
It is his first non-fiction book. 	" The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past."	male
He continued to gain recognition as an applied artist due to his success at the Paris International Exhibit of the Decorative Arts in 1925. 	" After these wins, Brodovitch's career as an applied artist took off."	male
"It was in these February 1858 speeches that Blackwell first argued that woman suffrage was politically expedient no matter a party's principles or goals: Enfranchising women, he said, would allow Republicans to more than double their influence toward abolishing slavery, the American Party to double the number of native-born voters, and Democrats to give votes to labor. "	 Blackwell served as secretary of this organization during its three-year existence.	male
"In 1996, Bowie reflected on his time with Tin Machine: For better or worse it helped me to pin down what I did and didn’t enjoy about being an artist. "	" It helped me, I feel, to recover as an artist."	male
"His single Returner (Yami no Shūen), released on June 20, 2007, was his first and only single to reach the number one spot on the Oricon charts. "	" As a solo artist, Gackt has sold over 10 million records."	male
"In 1912 the novel Dry Valley (Суходол) came out, his second major piece of semi-autobiographical fiction, concerning the dire state of the Russian rural community. "	" Again it left the literary critics divided: social democrats praised its stark honesty, many others were appalled with the author's negativism."	male
"Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. "	" This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose."	male
"In 1851, he was elected a foreign member of the Royal Swedish Academy of Sciences. "	 This botanist is denoted by the author abbreviation Brongn.	male
"He is now a choreographer and dancer, and he is a member of the dancing group Oyaji dancers, where oyaji is a faintly derogatory Japanese word literally meaning dad but also used for middle-aged men in general. "	 Suzuki made a brief appearance as a dancer in the video for the song O!	male
"A few days later, Dr. Van Ness explains the situation to the Secretary of Defense, informing him that, in spite of all the setbacks, the project is still on schedule, and that a working model of the space station is about to be launched into orbit. "	 The Secretary notes with satisfaction: Nothing will take us by surprise again!	male
He also directed numerous TV dramas as well as short films and documentaries. 	" The author of the awarded theatre play, Bashkeshortet and playwright of others staged in Kosovo."	male
"His most influential work espoused the benefits of Moral and social hygiene examples in his books On the Degeneration of Men, its Sources and Prevention, and his System of Hygiene, 1870-71. "	 Reich was an early practitioner of sexology who attempted to address the question of nervousness and sexuality.	male
"He was a principal player in the coup against Khrushchev in October 1964, obviously influencing the KGB to support the conspirators. "	 Shelepin probably expected to become First Secretary and de facto leader of the USSR when Khrushchev was overthrown.	male
"Startide Rising is a 1983 science fiction novel by American writer David Brin, the second book of six set in his Uplift Universe (preceded by Sundiver and followed by The Uplift War). "	 It was revised by the author in 1993 to correct errors and omissions from the original edition.	male
"In his Reflection series, produced between 1988 and 1990, Lichtenstein reused his own motifs from previous works. "	 Interiors (1991–1992) is a series of works depicting banal domestic environments inspired by furniture ads the artist found in telephone books or on billboards.	male
"He worked on the topic until 1889, the knowledge he gathered being evaluated as particularly important for the period. "	" A good painter and drawer, Kanitz was also the author of a number of black and white drawings related to the life in the Balkans."	male
"He is also a member of the group Dilated Peoples, as well as being one-half of Step Brothers with The Alchemist. "	" Before creating music, Perretta was a graffiti artist."	male
"In the ensuing months, he conceded parts of the allegations, telling Christianity Today that there had been only thirteen members of his coven, not 1,500 as originally claimed, and that of those thirteen, the whereabouts of five were unknown to him, while the other eight had since died. "	" Initially, Word Records stated that they would stand by their artist."	male
Thereafter he was an inmate at Brandenburg-Görden Prison in Brandenburg an der Havel until 1945. 	" From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership."	male
"By chance, the original maker, now a grown man, is working there as a local guide and he also sees the newspaper. "	" Each movement of the canoe is celebrated by a short chapter, suitable for reading aloud to a child and decorated with black-and-white sketches and at least one full-page watercolor, all by the author."	male
"If this was a court of law, there would have been nothing proven, Goldstone said, emphasizing that his conclusion that war crimes had been committed was always intended as conditional. "	" Nevertheless, the report itself is replete with bold and declarative legal conclusions seemingly at odds with the cautious and conditional explanations of its author."	male
"While there, he was an editor of the Harvard Law Review. "	 Toobin began freelancing for The New Republic while a law student.	male
"According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. "	 The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	male
He received his M.A. in English from McGill University in 1928 and his Ph.D. in the discipline from the University of Wisconsin–Madison in 1935. 	" Professionally, Hayakawa was a linguist, psychologist, semanticist, teacher, and writer."	male
	" According to one student, Medvedev was a popular teacher; strict but not harsh."	male
"He was educated at Dungourney National School, Rockwell College, County Tipperary, and University College Dublin where he graduated with a Bachelor of Arts in Economics, Politics and Psychology. "	" For a brief period in the early 1970s, Ahern worked as a secondary school teacher."	male
"His designed products also included a remarkable transistor radio, made from ordinary metal food cans and powered by a burning candle, that was designed to actually be produced cheaply in developing countries. "	" Papanek received numerous awards, including a Distinguished Designer fellowship from the National Endowment for the Arts in 1988."	male
"He is also a fan of football and follows his hometown professional football team, FC Zenit Saint Petersburg. "	 Medvedev is an avid amateur photographer.	male
"As a young man, Avakian became involved with the Students for a Democratic Society (SDS) at Berkeley, the Free Speech Movement and the Black Panther Party. "	" By the time that SDS split into three factions in summer 1969, Avakian was a leading member of the Revolutionary Youth Movement II faction, and was their candidate for National Secretary."	male
The symbols that Haki Xhakli communicates in his paintings are universal and autochthonous. 	 The inevitable symbol which is present in almost every painting of the artist is the horse.	male
"French quoted Blavatsky as saying: No author in the world of literature ever gave a more truthful or more poetical description of these beings than Sir E. Bulwer-Lytton, the author of Zanoni. "	" This novel is especially important for followers of occultism because of the suspicion--actively fostered by its author--that the work is not a fictional account of a mythical fraternity, but an accurate depiction of a real brotherhood of immortals."	male
At the center of his music is the sound of what is real. 	" The sum total of these varying components is an awesome knowledge, consumed and then shared by an artist who is free enough to do both."	male
"As the investigation wore on, Horsmanden also came to believe that a man named John Ury was responsible. "	 Ury had just arrived in town and had been working as a school teacher and a private tutor.	male
"When an interviewer asked Takahashi if he tried to introduce younger readers to real life gaming culture referenced in the series, Takahashi responded by saying that he simply included stuff he played and enjoyed, and that it may have introduced readers to role-playing games and other games. "	" The author stressed the importance of communication between people, often present in tabletop role-playing games and not present in solitary video games."	male
"Slap-guitarist Miyavi, who has his roots in visual kei, has toured worldwide extensively since 2008, when his This Iz The Japanese Kabuki Rock Tour 2008 tour covered a distance of approximately 48,385 miles, equivalent to almost two trips around the world, and the majority of the concerts were sold out and covered extensively by media organizations. "	 It was the most successful international tour undertaken by a Japanese artist in history.	male
"In 1995, he made an appearance on Broadway, providing the voice of the titular book in the 1995 revival of How to Succeed in Business Without Really Trying. "	" Cronkite was a finalist for NASA's Journalist in Space program, which mirrored the Teacher in Space Project, an opportunity that was suspended after the Challenger disaster in 1986."	male
"(2018) as well as the Hulu original series, “Shrill”, as the main character’s (Aidy Bryant) father. "	" Stern works as an artist, specializing in bronze sculpture."	male
"He is the father of Simon Festing, the former executive director of the Research Defence Society, which focuses on supplying information about, and defending, the use of animals in medical experiments in the UK. "	 Festing is the author of over 200 scientific papers on laboratory animal genetics and related issues.	male
"It was found that three cooks had prepared the meals, one of whom had infected lesions on the index and middle finger of his right hand. "	 The lesions on the cook’s fingers were found to be infected with staphylococci.	male
"But it is the potential insight into the sonnets' chronology, through the relationship of this to Time's pencil and my pupil pen, that is the focus of the debate: George Steevens regards the words as evidence Shakespeare wrote his sonnets as a youth; for T. W. "	" While in general terms Time is in this line a form of artist (rather than a destroyer, as elsewhere in the cycle), its exact function is unclear."	male
"This affected his view of the overall relationship between the sexes, and of course his writing. "	" The play, called by Strindberg the child of my greatest pain, reflects the author's observation that life is an illusion, similar to a dream."	male
Hazlitt's fascination with the extremes of human capability in any field led to his writing The Fight (published in the February 1822 New Monthly Magazine). 	 This essay never appeared in the Table-Talk series or anywhere else in the author's lifetime.	male
"The year 1912 also marked Spargo's only foray into American electoral politics, when he ran for the United States Congress in the 1st Congressional District of Vermont as the nominee of the Socialist Party. "	" At the 1917 National Convention of the Socialist Party, Spargo was the author of a minority resolution in the Committee on War and Militarism calling for American support of the Allied war effort as the least onerous alternative facing the socialist movement."	male
"As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. "	" Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness."	male
"He attended the University of Hawaii, where he received his bachelor's and master's degrees. "	" Originally a high school teacher, Akaka went on to serve as a principal for six years."	male
"Bligh served as Cook's Sailing Master on his third and final voyage, the aim of which was discovery of the Northwest Passage. "	" Upon reaching the head of Cook Inlet in 1778, Bligh was of the opinion that both Knik Arm and Turnagain Arm were the mouths of rivers and not the opening to the Northwest Passage."	male
"In the course of this work, he discovered that not all gases expand equally when heated and that Boyle's Law is only an approximation, especially at temperatures near a substance's boiling point. "	 Regnault was also an avid amateur photographer.	male
"He died in Plovdiv, Bulgaria in 1966. "	 Mandzhukov is the author of several books devoted to the revolutionary struggles from 1895 to 1903.	male
"Fernando Virgili (Cerreto Sannita, 6 September 1913 – Naples, 2007), first Duke of Castelvenere, is an Italian professor, veteran and artist. "	 Virgili attended technical studies and engineering and was a self-taught artist.	male
"It was first published in 1841 as the first volume of his Bells and Pomegranates series, in a low-priced two-column edition for sixpence, and next republished in his collected Poems of 1848, where it received much more critical attention. "	 The author described the work as the first of a series of dramatic pieces.	male
"Under the clouds from the gas chambers, as he put it in his seminal work on Juan Gris. "	" Kahnweiler was very prolific as an author, but never produced a full autobiography."	male
"Kucan appeared on Conspiracy Theory with Jesse Ventura on truTV, where he was enlisted by Ventura as the resident skeptic. "	 Kucan is the author of the novel Full Contact: The Collected Stories.	male
"In a scene in the episode, Homer channels his anger into his art. "	" The scene is a reference to the 1959 comedy horror film A Bucket of Blood, in which an artist is screaming at a piece of clay to be a nose."	male
He has two daughters and a son. 	 Vaiko is now the general secretary of the MDMK party.	male
"He acquired a 1908 baby grand piano, played Hammond, Farfisa, and Lowrey organs and used real percussion instruments. "	 Oldfield's previous works featured the artist playing a wide variety of instruments.	male
He ran for the governorship of Cebu in 1931 and became the President of the League of Provincial Governors of the Philippines. 	 Cuenco was Secretary of Public Works and Communications from 1936 to 1939.	male
"By 1748 his novel Clarissa was published in full: two volumes appeared in November 1747, two in April 1748, and three in December 1748. "	" Unlike the novel, the author was not faring well at this time."	male
Kitani had his stroke when he was chatting with Go. Kitani died 6 months after. 	 Kitani was subsequently noted as the most prolific teacher ever of future professional players.	male
"He studied the writings of St Simon, from which he gained his first interest in communism, and had been converted to the extreme republican theories of which Giessen was a centre. "	" After some trouble with the authorities as a result of participating in student radicalism, Liebknecht decided to emigrate to the United States."	male
"Moberg himself was born on a farm just north-west of the town Emmaboda in 1898, where a monument stone now stands since 1970. "	 Nearby is also a small museum about the author.	male
"This led to him being harshly attacked in the 1920s by the proletarian musician movement, especially by the representatives of the RAPM Russian Association of Proletarian Musicians and Prokoll (Production Collective of the Students at the Moscow Conservatory). "	" Roslavets was accused of being a counter-revolutionary and bourgeois artist, alien to the proletariat, as well as formalist, a class enemy and in the late 1920s and early 1930s, a Trotskyist, saboteur; etc."	male
"He continued his active support of ultra-royalist views until his death, which took place in Paris on 17 January 1825. "	" Besides a large number of political pamphlets, Ferrand was the author of:"	male
"Thereafter, in 1936, he joined the recording company His Master's Voice. "	" Coming back to Singapore in 1947, Zubir worked as a part-time photographer with the Utusan Melayu newspaper while composing and performing music and songs."	male
"During that time, he won two BBL championships as a head coach, one with the Birmingham Bullets in 1996 and one with the Manchester Giants in 2000, while also helping London Towers in the Euroleague. "	 Nurse also won the BBL Coach of the Year Award in the 1999–2000 and 2003–04 seasons.	male
"A Complete Course of Lithography combined Senefelder's history of his own invention with a practical guide to lithography, and remained in print as recently as 1977 (Da Capo Press). "	" Unlike previous printmaking techniques, such as engraving, that required advanced craft skills, lithography facilitated greater accuracy and textural variety, because the artist could now draw directly onto the plate with familiar pens."	male
"In 1971, the Military Selective Service Act was further amended to make registration compulsory; all men had to register within a period 30 days before and 29 days after their 18th birthdays. "	" Student deferments were ended, except for divinity students, who received a 2-D Selective Service classification."	male
"Apart from his parliamentary activities, Bellenger wrote a column for the Sunday Pictorial under the byline Voice of the Services. "	" When the Labour Party returned to government with a landslide at the 1945 general election, Bellenger was appointed Financial Secretary to the War Office."	male
Secretary of the Navy during 1962–63; he was also an Assistant Secretary of the Army in 1952–53. 	 Various sources cite different reasons for Secretary Korth's departure.	male
"In the midst of it, Kōji temporarily loses his voice and is forced to go back to his brother and family. "	" Due to the manga artist's illness, the manga ended at volume 19 without a proper ending."	male
Davis was then sentenced to a six-month prison term where he was able to do some research. 	 Opinions expressed in this paper are the author's and are not necessarily those of the Bureau of Prisons.	male
"After a long period of absence lasting more than a decade, he directed a film, Nerkkuneraey (Face to Face), in (2004). "	 Menon made a name as a versatile Poster Designer as well.	male
"In 1960, he married French-Canadian Janick Larouche, whom he met in a language class in Toronto, and with whom he had sons Pierre and Hans. "	" Professionally, Zündel worked as a graphic artist, photographer, photo retoucher, and printer."	male
"In his 1997 report Shaping their future, Professor Barry McGaw was highly critical of the School Certificate. "	" Professor McGaw recommended that the School Certificate be abolished and replaced, for students leaving school, with a statement of achievement which would include each student’s results on statewide tests in literacy and numeracy as well as school-based results in all courses completed in Year 10."	male
"Hemingway shows, through Jake's actions, his disapproval of the people who did not pay up. "	" As such, the author created an American hero who is impotent and powerless."	male
Bloom went on to write his thesis on Isocrates. 	" Grene recalled Bloom as an energetic and humorous student completely dedicated to studying classics, but with no definite career ambitions."	male
"After the dentist takes Lavonia to the dental room, his nurse Flovilla kisses Lamar. "	 The doctor then switches places with the nurse.	male
"However, during this period he also became closely associated with the Christian Patriot movement on the right, and spoke at conferences sponsored by Christian Identity pastor Pete Peters. "	 Gritz is the author of three books.	male
"Today, the ordinary uniform for male undergraduate students consists of a plain white shirt with long or short sleeves and black (or dark blue) trousers. "	" However, a black tie with a silver phra kiao pin is usually used by upperclass student in some faculties."	male
"Seriously interested in joining pro sumo, Nakamura was interviewed at a number of stables before graduating, and upon finishing university, he joined Miyagino stable. "	 Nakamura became an attendant and apprentice to yokozuna Hakuhō.	male
"The album drew heavy influence from Flowers' hometown of Las Vegas, Nevada, and earned Flowers a Q Award nomination for Best Male Artist (2010). "	 It became Flowers' first top ten single in the UK as a solo artist and was certified silver by the BPI.	male
"As Patriarch of Venice, Scola put Summorum pontificum into effect. "	" Scola is the author of numerous theological and pedagogical works on topics such as bio-medical ethics, theological anthropology, human sexuality and marriage and the family, which have been translated into several languages."	male
"In 2006 he became Associate Professor at Istanbul Bilgi University, and in 2008 Professor of Turkology at the Institute for the Near and Middle East of the University of Munich. "	" Neumann is the author, publisher and translator of several books on the subject."	male
The Berlin Collection of Classical Antiquities in the Altes Museum contains the remnants of a series of his votive tablets. 	 Placing such an order with a potter and vase painter is likely to be unique in antiquity and is evidence of the high reputation of this artist.	male
"Five of Unaipon's traditional stories were published in 1929 as Native Legends, under his own name and with his picture on the cover. "	" They have been republished in their original form, under the author's name, as Legendary Tales of the Australian Aborigines."	male
"Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week. "	" As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School."	male
"He delivered a paper at the First Migraine Symposium in 1966 on Migraine: from Cappadocia to Queen Square, combining his clinical interest with his love of history. "	" Critchley was a handsome and impressive figure, a superb speaker and a lifelong student of the human mind."	male
He was elected Member of Parliament for Berwick-upon-Tweed in 1951 where he served until 1973. 	 Lambton was made a Parliamentary Under-Secretary of State for Defence (RAF) in 1970.	male
"As for the factory craftsman, his training under the apprenticeship system limited him to one phase in the production of glass. "	" This training could not prepare anyone to function as an independent artist, but only to serve as a cog in the industrial machinery."	male
"On arrival he discovered that Sykes was to replace Henderson as Commander of the Royal Flying Corps in the Field, making Sykes Trenchard's immediate superior. "	" Trenchard appealed to Kitchener, by then the Secretary of State for War, threatening to resign."	male
"The figure of the Wrathful Vajrapani (lit. vajra in the hand) brandishes the vajra, in his right hand, above his head. "	" The term is employed extensively in tantric literature: the term for the spiritual teacher is the vajracharya; one of the five dhyani buddhas is vajrasattva, and so on."	male
"The title page introduces the book as the history of King's-Place and other modern nunneries, with authorship by a monk of the Order of St Francis, and containing their [the nunneries'] mysteries, devotions and sacrifices, comprising also, the ancient and present state of promiscuous gallantry: with the portraits of the most celebrated demireps and courtezans of this period: as well as sketches of their professional and occasional admirers. "	 The modern nunneries the author describes are contemporary high-class brothels.	male
"When Birmelin retired in 1950, Buesgen was given Birmelin's post - a position he would hold for the remainder of his life. "	" Buesgen also actively worked as a piano, organ and voice teacher in Allentown, and served as organist and choirmaster for a number of local churches."	male
"However, his artistic expression has since focused almost entirely on the preservation of Mexican and Durango traditions. "	 Núñez's career as an artist has spanned over forty years.	male
His best known work is They Shoot Horses (2004) consisting of two videos each lasting seven hours and shown at the same time on different walls. 	 This is a record of a disco dance marathon staged by the artist with nine Palestinians in Ramallah.	male
"Before the marriage, Chagall had difficulty convincing Bella's parents that he would be a suitable husband for their daughter. "	 Becoming a successful artist now became a goal and inspiration.	male
"After the season, Zombo announced his retirement from the game. "	 Zombo is an accomplished artist who has worked on projects like the promotional issue of the City of Heroes comic book.	male
"In the United States, the song peaked at number 50 on the Billboard Hot 100 pop singles chart, the first hit for Presley since 1981, and extending his list of charted singles into the 21st century. "	" The sit-down sections of the special were a forerunner of MTV Unplugged, showing for the first time an artist in a casual setting."	male
Three of his stories have been adapted as episodes of the TV series Tales from the Darkside. 	 Outside of science fiction Kube-McDowell is the author of more than 500 nonfiction articles on subjects ranging from space careers to scientific creationism to an award-winning four-part series on the state of American education.	male
"In addition, as understudy to Kenneth Sandford, he often played Private Willis in Iolanthe, King Hildebrand in Princess Ida, Pooh-Bah in The Mikado, Sir Despard Murgatroyd in Ruddigore, Wilfred Shadbolt in The Yeomen of the Guard, and Don Alhambra in The Gondoliers. "	 Cook was also known for crafting the Japanese-style fans used by D'Oyly Carte and numerous amateur G&S societies for productions of The Mikado throughout the UK and abroad.	male
"After leaving the band, he ran a whole food shop for about five years. "	 Cullimore went on to become a journalist and author of over 120 children's books.	male
"Outside of men's curling, Ramsfjell and his sister Maia represented Norway at the 2018 World Mixed Doubles Curling Championship. "	" As of 2019, Ramsfjell was a masters student in electrical engineering."	male
"While the opposing team's starting lineup is announced, the student section shakes newspapers, and after each name chants, So What Who Cares Who's He? "	" Each time an opposing player commits a foul the student section chants the number of fouls that player has, and every time a K-State player sinks a three-point basket, the announcer says the name of the player followed by for, and then the crowd echoes three!"	male
"In 1964 he became the first Executive Director of (as it was then) the Union of Liberal and Progressive Synagogues, now known as Liberal Judaism. "	" Brichto was also a prolific author, having written extensively in the Jewish and national press."	male
	" Shortly before the events of The Empire Strikes Back, Dengar works as an assassin and falls in love with the dancer Manaroo."	male
"As part of the war effort Blickensderfer converted much of his factory to produce munitions for the war, including a machine gun belt feed for the French government and 50 caliber machine gun mounts for aircraft. "	" With the brilliant chief engineer and designer gone, the company could not continue, and the heirs sold the company in 1919."	male
"In Panorama Developments (Guildford) Limited v Fidelis Furnishing Fabrics Limited [1971] 2 QB 711, a company secretary fraudulently hired cars for his own use without the knowledge of the managing director. "	 A company secretary routinely enters into contracts in the company's name and has administrative responsibilities that would give apparent authority to hire cars.	male
"He returned to France and died on 22 July 1877 in Poitiers, while caring for his father. "	 This botanist is denoted by the author abbreviation Wedd.	male
