context	segment	gender
The Berlin Collection of Classical Antiquities in the Altes Museum contains the remnants of a series of his votive tablets. 	 Placing such an order with a potter and vase painter is likely to be unique in antiquity and is evidence of the high reputation of this artist.	male
At the end of the season he was again awarded the Young Player of the Year award as well as being shortlisted for ICC Emerging Player of the Year. 	" As well as the one day series against Pakistan, Cook was overlooked for the 2006 Champions Trophy squad."	male
"Robert von Zimmermann or Robert Zimmermann (November 2, 1824, Prague – September 1, 1898, Prague) was a Czech-born Austrian philosopher. "	 Zimmermann had been a student of Bolzano's.	male
"The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. "	" Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author."	male
At the center of his music is the sound of what is real. 	" The sum total of these varying components is an awesome knowledge, consumed and then shared by an artist who is free enough to do both."	male
"Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. "	" This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose."	male
"“Dictators are stupid,” he noted, “They won’t necessarily read between the lines.” "	" As a young artist in Baghdad in the 1980s, Alfraji worked as an animator for children's television."	male
"After the war, he enrolled at the University of Louisville and earned a Bachelor of Arts degree in 1948 and a law degree in 1950. "	 Cook was elected to the Kentucky House of Representatives in 1957 and again in 1959.	male
"He attended the University of Hawaii, where he received his bachelor's and master's degrees. "	" Originally a high school teacher, Akaka went on to serve as a principal for six years."	male
	 A surrogate's life may be very similar to that of the author.	male
"By chance, the original maker, now a grown man, is working there as a local guide and he also sees the newspaper. "	" Each movement of the canoe is celebrated by a short chapter, suitable for reading aloud to a child and decorated with black-and-white sketches and at least one full-page watercolor, all by the author."	male
"His ashes were scattered in Cornish, New Hampshire, by his longtime friend Charles Platt. "	" Benediction (1923), now lost, gained greatest sum for a work by a living American artist"	male
"The author himself had no very high opinion of the work, remarking that he had written it chiefly for young students. "	" The Shulchan Aruch achieved its reputation and popularity not only against the wishes of the author, but, perhaps, through the very scholars who criticized it."	male
"In the midst of it, Kōji temporarily loses his voice and is forced to go back to his brother and family. "	" Due to the manga artist's illness, the manga ended at volume 19 without a proper ending."	male
"A third review, while not identifying any specific themes, said the author was layering his themes to make the book more exciting. "	 One of my goals as an author is to explore various aspects of human nature.	male
"Kucan appeared on Conspiracy Theory with Jesse Ventura on truTV, where he was enlisted by Ventura as the resident skeptic. "	 Kucan is the author of the novel Full Contact: The Collected Stories.	male
"He quickly discerned the genius of George Eliot, forthwith accepting and publishing in his magazine the first instalment of her earliest fiction the 'Scenes of Clerical Life,' which had been sent to him without the name of the author, for whom thus early he predicted a great career as a novelist. "	" This commencement of a business connection was soon followed by a personal acquaintance between author and publisher, which ripened into intimacy."	male
"Charles E. Dvorak of the C.A.A. then demonstrated his class, and from the 11-foot mark he competed alone, the other four men being tied at that mark. "	" After retiring from athletic competition, Dvorak worked over the next 35 years as a lawyer, apple farmer, civil servant, athletic coach and teacher."	male
"In a scene in the episode, Homer channels his anger into his art. "	" The scene is a reference to the 1959 comedy horror film A Bucket of Blood, in which an artist is screaming at a piece of clay to be a nose."	male
	 Cook was pressed into service as a player as a result of injuries.	male
"He's using his blood to make them interesting, but when you look at them they're what any four-year-old can do. "	 The photos gained praise for depicting a much cleaner and more handsome Doherty.	male
"Nor is Ḥiyya's authorship contradicted by various contradictions presented by individual passages in the Sifra as compared with the Tosefta, which latter also is ascribed to him. "	" If it is assumed that Ḥiyya is the author, the title Sifra debei Rav is to be explained as indicating that Sifra was among the midrashim which were accepted by Rav's school and which thereby came into general use."	male
"To function effectively, this presidential appointee must be able to maintain a relationship of mutual confidence and respect with two people who are central in our government and who both outrank him: the Secretary of State and the United States Representative to the UN. "	" If relations break down with either, the Assistant Secretary's usefulness is, of course, critically impaired."	male
Three of his stories have been adapted as episodes of the TV series Tales from the Darkside. 	 Outside of science fiction Kube-McDowell is the author of more than 500 nonfiction articles on subjects ranging from space careers to scientific creationism to an award-winning four-part series on the state of American education.	male
"As the investigation wore on, Horsmanden also came to believe that a man named John Ury was responsible. "	 Ury had just arrived in town and had been working as a school teacher and a private tutor.	male
"A few days later, Dr. Van Ness explains the situation to the Secretary of Defense, informing him that, in spite of all the setbacks, the project is still on schedule, and that a working model of the space station is about to be launched into orbit. "	 The Secretary notes with satisfaction: Nothing will take us by surprise again!	male
"In June 1842 he welcomed at Templeogue, four miles southwest of Dublin, the author of the Snob Papers on his Irish tour (the Sketch Book was, later, dedicated to Lever). "	 The author's character is not humour but sentiment.	male
"He is also a member of the group Dilated Peoples, as well as being one-half of Step Brothers with The Alchemist. "	" Before creating music, Perretta was a graffiti artist."	male
"He appeared as such by his work in three volumes, published in 1835 with the title: Observations sur le projet de révision du Code pénal. "	 This work could not miss drawing the attention to its author.	male
"In the 1950s, Mazniashvili's son, a World War II veteran of the Soviet army, submitted a request for a political rehabilitation of his father, but this was turned down by the authorities. "	 Maznashvili is the author of the popular Soldier’s Memoirs.	male
Davis was then sentenced to a six-month prison term where he was able to do some research. 	 Opinions expressed in this paper are the author's and are not necessarily those of the Bureau of Prisons.	male
"By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. "	 Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	male
"He delivered a paper at the First Migraine Symposium in 1966 on Migraine: from Cappadocia to Queen Square, combining his clinical interest with his love of history. "	" Critchley was a handsome and impressive figure, a superb speaker and a lifelong student of the human mind."	male
"After leaving the band, he ran a whole food shop for about five years. "	 Cullimore went on to become a journalist and author of over 120 children's books.	male
"Pronounced MacRorie, this student of a six-year undergraduate course (Medical school) incorporated every Celtic gene in existence into his personal appearance. "	" Following MacRuaraidh's adventures, we see the author's take on a student who clearly shouldn't have made it through medical school, but did."	male
"Aside from his work as a musician, Mickelson has worked as a writer for Scream Magazine in addition to his work as a graphic designer. "	 Mickelson is the lead designer for Scream Magazine and the Inferno Metal Festival.	male
"While the opposing team's starting lineup is announced, the student section shakes newspapers, and after each name chants, So What Who Cares Who's He? "	" Each time an opposing player commits a foul the student section chants the number of fouls that player has, and every time a K-State player sinks a three-point basket, the announcer says the name of the player followed by for, and then the crowd echoes three!"	male
"In addition, as understudy to Kenneth Sandford, he often played Private Willis in Iolanthe, King Hildebrand in Princess Ida, Pooh-Bah in The Mikado, Sir Despard Murgatroyd in Ruddigore, Wilfred Shadbolt in The Yeomen of the Guard, and Don Alhambra in The Gondoliers. "	 Cook was also known for crafting the Japanese-style fans used by D'Oyly Carte and numerous amateur G&S societies for productions of The Mikado throughout the UK and abroad.	male
"In September 1932, Unsöld became Ordinarius Professor and Director of the Institute for Theoretical Physics (and Observatory) at the University of Kiel – a position he held until his emeritus status was granted in 1973, after which he remained scientifically active for 15 years. "	" While a student at Munich, Unsöld was one of many of a long line of students who helped Sommerfeld explore and advance atomic theory."	male
"Today, the ordinary uniform for male undergraduate students consists of a plain white shirt with long or short sleeves and black (or dark blue) trousers. "	" However, a black tie with a silver phra kiao pin is usually used by upperclass student in some faculties."	male
"Born in Port de Grave, Newfoundland (now Newfoundland and Labrador, Canada), he was the fourth of the seven children of Robert Prowse and Jane Woodley. "	 Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	male
"After his time at Yale, he went on a Grand Tour of Europe between 1832 and 1833. "	" Pell had a passion for agricultural pursuits, and was a familiar figure in agricultural clubs and conventions, as well as an author of many valuable papers on fruit-culture and kindred topics."	male
"Senate seat two years earlier, died barely a year into his term. "	 Bloxham was named Secretary of State.	male
He left his position for personal reasons and took several clerical and accounting jobs. 	" After briefly serving in law enforcement for the colonial government, Gizenga became a teacher at a secondary Catholic school."	male
"After a long period of absence lasting more than a decade, he directed a film, Nerkkuneraey (Face to Face), in (2004). "	 Menon made a name as a versatile Poster Designer as well.	male
"In his 1997 report Shaping their future, Professor Barry McGaw was highly critical of the School Certificate. "	" Professor McGaw recommended that the School Certificate be abolished and replaced, for students leaving school, with a statement of achievement which would include each student’s results on statewide tests in literacy and numeracy as well as school-based results in all courses completed in Year 10."	male
"In 2006 he became Associate Professor at Istanbul Bilgi University, and in 2008 Professor of Turkology at the Institute for the Near and Middle East of the University of Munich. "	" Neumann is the author, publisher and translator of several books on the subject."	male
"He is the father of Simon Festing, the former executive director of the Research Defence Society, which focuses on supplying information about, and defending, the use of animals in medical experiments in the UK. "	 Festing is the author of over 200 scientific papers on laboratory animal genetics and related issues.	male
"Moberg himself was born on a farm just north-west of the town Emmaboda in 1898, where a monument stone now stands since 1970. "	 Nearby is also a small museum about the author.	male
"He moved to Fort Wayne as a small child, when his mother left his father. "	 Shriner learned to play the harmonica as a grade school student.	male
"For a brief period after his graduation, he worked as a stonemason, producing gravestones in Berlin. "	 Hartwig accepted the offer going on to serve as a teacher and head of the sculpture department from 1921 to 1925.	male
"He is also a fan of football and follows his hometown professional football team, FC Zenit Saint Petersburg. "	 Medvedev is an avid amateur photographer.	male
"In the United States, the song peaked at number 50 on the Billboard Hot 100 pop singles chart, the first hit for Presley since 1981, and extending his list of charted singles into the 21st century. "	" The sit-down sections of the special were a forerunner of MTV Unplugged, showing for the first time an artist in a casual setting."	male
"In his personal life, Student remains involved with both the Haredi and Modern Orthodox worlds in Brooklyn. "	" According to Student, I live in a moderate Haredi neighborhood, attend Haredi synagogues, send my children to moderate Haredi schools but still maintain professional and friendly relations with the Modern Orthodox world."	male
"The year 1912 also marked Spargo's only foray into American electoral politics, when he ran for the United States Congress in the 1st Congressional District of Vermont as the nominee of the Socialist Party. "	" At the 1917 National Convention of the Socialist Party, Spargo was the author of a minority resolution in the Committee on War and Militarism calling for American support of the Allied war effort as the least onerous alternative facing the socialist movement."	male
"This led to him being harshly attacked in the 1920s by the proletarian musician movement, especially by the representatives of the RAPM Russian Association of Proletarian Musicians and Prokoll (Production Collective of the Students at the Moscow Conservatory). "	" Roslavets was accused of being a counter-revolutionary and bourgeois artist, alien to the proletariat, as well as formalist, a class enemy and in the late 1920s and early 1930s, a Trotskyist, saboteur; etc."	male
Serrano agreed to the restaurant contract as long as he could have a tapas restaurant. 	 Serrano traveled to Spain to find a designer for the restaurant.	male
"Slap-guitarist Miyavi, who has his roots in visual kei, has toured worldwide extensively since 2008, when his This Iz The Japanese Kabuki Rock Tour 2008 tour covered a distance of approximately 48,385 miles, equivalent to almost two trips around the world, and the majority of the concerts were sold out and covered extensively by media organizations. "	 It was the most successful international tour undertaken by a Japanese artist in history.	male
"He dissected and illustrated numerous creatures; his anatomical drawing of a sea urchin is the earlier extant depiction of an invertebrate and he found important anatomical similarities between dolphins, pigs and humans. "	 Rondelet was a popular and effective teacher and lecturer and was elected chancellor of Montpellier University in 1556.	male
"There he met Lord Soulbury who had been appointed to lead a Commission to Ceylon, pressing his case for self-rule. "	 Goonetilleke became an unofficial secretary to the commission and significantly influenced it.	male
"He enjoyed the best goalscoring form of his career here, which earned him a move to English Premier League club Wolverhampton Wanderers in 2009, where he made just ten appearances before returning to Austria. "	 Maierhofer was initially trained as a restaurant specialist/cook.	male
He continued to gain recognition as an applied artist due to his success at the Paris International Exhibit of the Decorative Arts in 1925. 	" After these wins, Brodovitch's career as an applied artist took off."	male
In 1930 he was promoted to Deputy Prosecutor in a local court in Brzeżany. 	" While Public Prosecutor, Lemkin was also secretary of the Committee on Codification of the Laws of the Republic of Poland, which codified the penal codes of Poland, and taught law at Tachkemoni College in Warsaw."	male
Bloom went on to write his thesis on Isocrates. 	" Grene recalled Bloom as an energetic and humorous student completely dedicated to studying classics, but with no definite career ambitions."	male
"In 1994, he began his union career as a trainee organiser under the ACTU's Organising Works program at the Australian Workers' Union (AWU), before being elected Victorian state secretary in 1998. "	 Shorten was elected as the AWU's national secretary in 2001 and was re-elected in 2005.	male
As an infant Balzac was sent to a wet nurse; the following year he was joined by his sister Laure and they spent four years away from home. 	" When the Balzac children returned home, they were kept at a frosty distance from their parents, which affected the author-to-be significantly."	male
"Fernando Virgili (Cerreto Sannita, 6 September 1913 – Naples, 2007), first Duke of Castelvenere, is an Italian professor, veteran and artist. "	 Virgili attended technical studies and engineering and was a self-taught artist.	male
"Corbetta was the most significant guitar composer of his day (Gaspar Sanz called him el mejor de todos, or the greatest of all) and one of the first to publish in the mixed style. "	 Corbetta was also influential as a teacher.	male
"However, during this period he also became closely associated with the Christian Patriot movement on the right, and spoke at conferences sponsored by Christian Identity pastor Pete Peters. "	 Gritz is the author of three books.	male
He is best known internationally for his comprehensive two-volume The Structure and Reproduction of the Algae; However his A Treatise of the British Freshwater Algae was also important. 	 Fritsch became a co-author of the revised edition in 1927.	male
Various attempts have been made to clear up the error concerning the mention of Tyre as a subsequent bishopric of Methodius; it is possible that he was transported to Tyre during the persecution and died there. 	" Methodius had a comprehensive philosophical education, and was an important theologian as well as a prolific and polished author."	male
"In 1964 he became the first Executive Director of (as it was then) the Union of Liberal and Progressive Synagogues, now known as Liberal Judaism. "	" Brichto was also a prolific author, having written extensively in the Jewish and national press."	male
"Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. "	" During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments."	male
"According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. "	 The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	male
"As part of the war effort Blickensderfer converted much of his factory to produce munitions for the war, including a machine gun belt feed for the French government and 50 caliber machine gun mounts for aircraft. "	" With the brilliant chief engineer and designer gone, the company could not continue, and the heirs sold the company in 1919."	male
"Five of Unaipon's traditional stories were published in 1929 as Native Legends, under his own name and with his picture on the cover. "	" They have been republished in their original form, under the author's name, as Legendary Tales of the Australian Aborigines."	male
"A precocious youngster, he was admitted to the Pharmacy School at the University of Buenos Aires at 14 years of age and subsequently to the Medical School of the same university from 1904 to 1910, beginning when he was only 17 years old. "	" While a third year medical student, Houssay took up a post as a research and teaching assistant in the Chair of Physiology."	male
"At Eton he developed an interest in ornithology, guided by science master W. "	 Piggy was a genius as a teacher ...	male
He was able to use this talent effectively when he became manager of the South African government's Native Labour Bureau and adviser to the Native Recruiting Corporation for the Chamber of Mines at a time of increasing industrial unrest. 	" Taberer was the Secretary for Zululand in 1894, an acting magistrate in Eshowe, Zululand in 1895."	male
"In clinical psychological practice in the United States, duty to warn requires a clinician who has reasonable grounds to believe that a client may be in imminent danger of harming himself or others to warn the possible victims. "	 Duty to warn is among the few exceptions to a client's right to confidentiality and the therapist's ethical obligation to maintain confidential information related in the context of the therapeutic relationship.	male
"During that time, he won two BBL championships as a head coach, one with the Birmingham Bullets in 1996 and one with the Manchester Giants in 2000, while also helping London Towers in the Euroleague. "	 Nurse also won the BBL Coach of the Year Award in the 1999–2000 and 2003–04 seasons.	male
"He worked on the topic until 1889, the knowledge he gathered being evaluated as particularly important for the period. "	" A good painter and drawer, Kanitz was also the author of a number of black and white drawings related to the life in the Balkans."	male
"It is added that he then retired to Virginia, but this is not known for sure, and he may have remained in Virginia, dying there at some unknown date. "	 Poyntz was the author of the following pamphlets:	male
Among the authors whose works he has examined are Edward Said and Yvonne Vera. 	" Zeleza is the author of scores of articles and essays and more than two dozen books, including the following"	male
Motl is described as having a natural talent for drawing cartoons – sometimes getting into trouble with people feeling insulted by his depiction of them. 	 Some episodes indicate that the author intended to have the character enter a journalistic career.	male
"Welles' main objection to the generally accepted translations of Nostradamus' quatrains (so called because Nostradamus organized all his works into a series of four lined prose, which were then collected into centuries, or groups of 100 such works) relates in part to the translation efforts. "	" While many skilled linguists have worked on the problem of translating the works of Nostradamus, all have struggled with the format the author used."	male
"At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. "	 From the beginning Zigliara was a student of uncommon brilliancy.	male
"In 1851, he was elected a foreign member of the Royal Swedish Academy of Sciences. "	 This botanist is denoted by the author abbreviation Brongn.	male
Ørsted himself recounted how he influenced Zeise through conversations and encouraged him when he expressed the desire to take the university entrance examination (Examen artium). 	 Zeise became a university student in 1809.	male
"In 1971, the Military Selective Service Act was further amended to make registration compulsory; all men had to register within a period 30 days before and 29 days after their 18th birthdays. "	" Student deferments were ended, except for divinity students, who received a 2-D Selective Service classification."	male
"In 1957, he went to the United States to study at the University of California, Berkeley, and was a research assistant to Seymour Martin Lipset. "	 Etzioni is the author of over 30 books.	male
"Greene's repetitive, rambling free associations recall everything from his Halloween costume and old songs to ice cream parlors, state fairs and clothing fads. "	" Unfortunately, the author's dusty attic of lost Americana is cluttered with clichés, nostalgia and overly sentimental yearnings."	male
Goncharov used a lot of dialogue within his works. 	" Therefore, the characters in Oblomov reveal themselves primarily through their own speech, with very limited comments by the author."	male
In 2019 he joined the Slavic Department at Columbia University with a goal of focusing on contemporary Russian culture within the Harriman Institute. 	 Lipovestky is the author or co-author of five books and more than seventy articles.	male
"In 2012 and 2013, Cabrera was nominated by his team for the Roberto Clemente Award, honoring the MLB player who best represents baseball on and off the field. "	 Cabrera is both a Catholic and a practitioner of Santería.	male
	" Shortly before the events of The Empire Strikes Back, Dengar works as an assassin and falls in love with the dancer Manaroo."	male
It is his first non-fiction book. 	" The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past."	male
"Seriously interested in joining pro sumo, Nakamura was interviewed at a number of stables before graduating, and upon finishing university, he joined Miyagino stable. "	 Nakamura became an attendant and apprentice to yokozuna Hakuhō.	male
"He is reputed to have led a secluded Islamic life as a marabout until his death on 14 October 2017 in Sévaré, aged 77. "	" It was met with wide critical acclaim, winning the Prix Renaudot that very year, the first African author to do so."	male
"Apart from his parliamentary activities, Bellenger wrote a column for the Sunday Pictorial under the byline Voice of the Services. "	" When the Labour Party returned to government with a landslide at the 1945 general election, Bellenger was appointed Financial Secretary to the War Office."	male
"He accompanied Friedman in his numerous tours of China, and was present when Friedman met with Chinese leader Zhao Ziyang to discuss economic reforms. "	 Cheung was also an avid photographer.	male
"When Birmelin retired in 1950, Buesgen was given Birmelin's post - a position he would hold for the remainder of his life. "	" Buesgen also actively worked as a piano, organ and voice teacher in Allentown, and served as organist and choirmaster for a number of local churches."	male
"The story of GPA's downfall is told by Christopher Brown, aviation lawyer and GPA Senior Vice-President, in his 2009 book Crash Landing – An Inside Account of the Fall of GPA. "	 It is based on a contemporaneous diary of events kept by the author from 1990 to 1996 while employed by GPA and subsequently GECAS.	male
"He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. "	" As a result, Shapinsky became a 'revived artist' as an abstract impressionist."	male
"Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. "	 Wiinblad was an important designer for the Rosenthal porcelain company.	male
"The title page introduces the book as the history of King's-Place and other modern nunneries, with authorship by a monk of the Order of St Francis, and containing their [the nunneries'] mysteries, devotions and sacrifices, comprising also, the ancient and present state of promiscuous gallantry: with the portraits of the most celebrated demireps and courtezans of this period: as well as sketches of their professional and occasional admirers. "	 The modern nunneries the author describes are contemporary high-class brothels.	male
"Under the clouds from the gas chambers, as he put it in his seminal work on Juan Gris. "	" Kahnweiler was very prolific as an author, but never produced a full autobiography."	male
"But it is the potential insight into the sonnets' chronology, through the relationship of this to Time's pencil and my pupil pen, that is the focus of the debate: George Steevens regards the words as evidence Shakespeare wrote his sonnets as a youth; for T. W. "	" While in general terms Time is in this line a form of artist (rather than a destroyer, as elsewhere in the cycle), its exact function is unclear."	male
"To cure the psychological maladjustment, [it's necessary] to catch him in his true state. "	" Blummer was surprised by these provisions, saying, I don't know of any time when such monitoring has been used on an artist."	male
"In 1849, he was appointed to a teaching post in Ajaccio (Corsica), then in 1853 moved on to the lycée in Avignon. "	" Fabre was a popular teacher, physicist, chemist and botanist."	male
"A year later, he finally took up residence at Bourges, where he remained till his death in 1590, in spite of a handsome offer made him by pope Gregory XIII in 1584 to attract him to Bologna. "	 The life of Cujas was altogether that of a scholar and teacher.	male
"As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. "	" Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness."	male
"In the course of this work, he discovered that not all gases expand equally when heated and that Boyle's Law is only an approximation, especially at temperatures near a substance's boiling point. "	 Regnault was also an avid amateur photographer.	male
"Before the marriage, Chagall had difficulty convincing Bella's parents that he would be a suitable husband for their daughter. "	 Becoming a successful artist now became a goal and inspiration.	male
"He is now a choreographer and dancer, and he is a member of the dancing group Oyaji dancers, where oyaji is a faintly derogatory Japanese word literally meaning dad but also used for middle-aged men in general. "	 Suzuki made a brief appearance as a dancer in the video for the song O!	male
"He returned to France and died on 22 July 1877 in Poitiers, while caring for his father. "	 This botanist is denoted by the author abbreviation Wedd.	male
"In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. "	" Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950."	male
"He moved to Sarajevo in September, 1909, and worked as a curator and later administrator at the National Museum of Bosnia and Herzegovina, this period started his intensive years of working. "	 Ćorović was also a secretary of the Serbian cultural society „Prosvjeta“ in Sarajevo and organizer of its annual publication (Calendar) of 1911.	male
"In a 2019 interview with CNBC, he told how he sees great potential with Lyft and even though the company went public in 2018, he is bullish on the company and will be invested in it for a long time. "	 This marks the first time an honor of this kind has been bestowed upon a rap artist.	male
"But Wilders did not want to cooperate, the Dutch right splintered, and Spruyt decided to end his brief political career after six months. "	" After leaving politics, Spruyt entered a life as an independent consultant, journalist, teacher, writer and speaker."	male
"The student confesses he does not know, with the ethical precept, answering with untruth, when one does not know the answer, is wrong. "	 The student asks sage Pippalada the same question.	male
"The Polish writer Bolesław Prus, for the sake of making a point, introduces into chapter 63 of his historical novel Pharaoh, set in the ancient Egypt of 1087–1085 BCE, a substance that behaves like gunpowder. "	" Another apparent anatopism introduced by the author (in chapter 45) is an object that resembles a telescope, that may also be an anachronism."	male
"He also campaigned for the British government to do their part by preserving a Second World War airfield in its original condition for future generations to see, and for the history of each airfield to be recorded fully and the men and sacrifice never forgotten. "	 The book took 18 months to compile and drew upon the author's knowledge and experience working in airfields and documenting their history.	male
"Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week. "	" As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School."	male
"Startide Rising is a 1983 science fiction novel by American writer David Brin, the second book of six set in his Uplift Universe (preceded by Sundiver and followed by The Uplift War). "	 It was revised by the author in 1993 to correct errors and omissions from the original edition.	male
"In 1994–95, he conducted a research project for the New York Times on how to transform the print newspaper into a multimedia publication. "	" Ritchin is a prolific author and curator, focusing on digital media and the rapid changes occurring in photography."	male
"If this was a court of law, there would have been nothing proven, Goldstone said, emphasizing that his conclusion that war crimes had been committed was always intended as conditional. "	" Nevertheless, the report itself is replete with bold and declarative legal conclusions seemingly at odds with the cautious and conditional explanations of its author."	male
	 McKay was elected student body president in 1916.	male
"This affected his view of the overall relationship between the sexes, and of course his writing. "	" The play, called by Strindberg the child of my greatest pain, reflects the author's observation that life is an illusion, similar to a dream."	male
