context	segment	gender
"In 2006 he became Associate Professor at Istanbul Bilgi University, and in 2008 Professor of Turkology at the Institute for the Near and Middle East of the University of Munich. "	" Neumann is the author, publisher and translator of several books on the subject."	male
"Born in Port de Grave, Newfoundland (now Newfoundland and Labrador, Canada), he was the fourth of the seven children of Robert Prowse and Jane Woodley. "	 Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	male
The Berlin Collection of Classical Antiquities in the Altes Museum contains the remnants of a series of his votive tablets. 	 Placing such an order with a potter and vase painter is likely to be unique in antiquity and is evidence of the high reputation of this artist.	male
"In 2012 and 2013, Cabrera was nominated by his team for the Roberto Clemente Award, honoring the MLB player who best represents baseball on and off the field. "	 Cabrera is both a Catholic and a practitioner of Santería.	male
"But Wilders did not want to cooperate, the Dutch right splintered, and Spruyt decided to end his brief political career after six months. "	" After leaving politics, Spruyt entered a life as an independent consultant, journalist, teacher, writer and speaker."	male
"When Birmelin retired in 1950, Buesgen was given Birmelin's post - a position he would hold for the remainder of his life. "	" Buesgen also actively worked as a piano, organ and voice teacher in Allentown, and served as organist and choirmaster for a number of local churches."	male
Among the authors whose works he has examined are Edward Said and Yvonne Vera. 	" Zeleza is the author of scores of articles and essays and more than two dozen books, including the following"	male
"Kucan appeared on Conspiracy Theory with Jesse Ventura on truTV, where he was enlisted by Ventura as the resident skeptic. "	 Kucan is the author of the novel Full Contact: The Collected Stories.	male
"A Complete Course of Lithography combined Senefelder's history of his own invention with a practical guide to lithography, and remained in print as recently as 1977 (Da Capo Press). "	" Unlike previous printmaking techniques, such as engraving, that required advanced craft skills, lithography facilitated greater accuracy and textural variety, because the artist could now draw directly onto the plate with familiar pens."	male
"He is the father of Simon Festing, the former executive director of the Research Defence Society, which focuses on supplying information about, and defending, the use of animals in medical experiments in the UK. "	 Festing is the author of over 200 scientific papers on laboratory animal genetics and related issues.	male
It is his first non-fiction book. 	" The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past."	male
"It was first published in 1841 as the first volume of his Bells and Pomegranates series, in a low-priced two-column edition for sixpence, and next republished in his collected Poems of 1848, where it received much more critical attention. "	 The author described the work as the first of a series of dramatic pieces.	male
"Since a journal is written from the perspective of each day, Mountstuart's moods change as events affect him. "	" The form lends itself to plotlessness, since the author/narrator inevitably cannot see the overall structure of the story."	male
"One installation/performance work from this period, perhaps his best known work, is Seedbed (January 15–29, 1972). "	 One motivation behind Seedbed was to involve the public in the work's production by creating a situation of reciprocal interchange between artist and viewer.	male
Between the second half of 1780s until his death in 1802 Argunov did not paint but spent all his time managing different estates and businesses of the Sheremetevs. 	 Argunov was an important teacher of art.	male
Hazlitt's fascination with the extremes of human capability in any field led to his writing The Fight (published in the February 1822 New Monthly Magazine). 	 This essay never appeared in the Table-Talk series or anywhere else in the author's lifetime.	male
"Since 1976, he has worked as a freelance writer. "	" Maar is the author of a large number of novels, short stories and plays."	male
"In the United States, the song peaked at number 50 on the Billboard Hot 100 pop singles chart, the first hit for Presley since 1981, and extending his list of charted singles into the 21st century. "	" The sit-down sections of the special were a forerunner of MTV Unplugged, showing for the first time an artist in a casual setting."	male
"Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. "	 Wiinblad was an important designer for the Rosenthal porcelain company.	male
"In the course of this work, he discovered that not all gases expand equally when heated and that Boyle's Law is only an approximation, especially at temperatures near a substance's boiling point. "	 Regnault was also an avid amateur photographer.	male
"He was later appointed as a Civil, Commercial and Labor Judge on the Comodoro Rivadavia circuit and on the Chamber of Appeals of both Trelew and Comodoro Rivadavia. "	 Guinle entered politics as Government Secretary for the Municipality of Comodoro Rivadavia in 1986.	male
He has two daughters and a son. 	 Vaiko is now the general secretary of the MDMK party.	male
"In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. "	" Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950."	male
It was maintained that he appropriated the thoughts of his teacher Hasdai Crescas without giving him due credit. 	" Crescas having been Albo's teacher, the similarities are only such as might be reasonably expected in the writings of both teacher and student."	male
Preparation for any role was very important for him. 	" The dancer says, It is desirable to know everything about the ballet, about the character, the composer, the choreographer – everything."	male
His best known work is They Shoot Horses (2004) consisting of two videos each lasting seven hours and shown at the same time on different walls. 	 This is a record of a disco dance marathon staged by the artist with nine Palestinians in Ramallah.	male
Kitani had his stroke when he was chatting with Go. Kitani died 6 months after. 	 Kitani was subsequently noted as the most prolific teacher ever of future professional players.	male
There isn't any record of Mr. Hewes ever relinquishing his Quaker membership nor is there any evidence that he was disowned by any Friends Monthly Meeting. 	" At the beginning of the year 1776, Hewes was appointed as the new Secretary of the Naval Affairs Committee."	male
Bloom went on to write his thesis on Isocrates. 	" Grene recalled Bloom as an energetic and humorous student completely dedicated to studying classics, but with no definite career ambitions."	male
"Lázaro states that the motivation for his writing is to communicate his experiences of overcoming deception, hypocrisy, and falsehood (engaño). "	" Lázaro shares some of the traits of the central figure of Encolpius, a former gladiator, though it is unlikely that the author had access to Petronius' work."	male
	 A surrogate's life may be very similar to that of the author.	male
"While the opposing team's starting lineup is announced, the student section shakes newspapers, and after each name chants, So What Who Cares Who's He? "	" Each time an opposing player commits a foul the student section chants the number of fouls that player has, and every time a K-State player sinks a three-point basket, the announcer says the name of the player followed by for, and then the crowd echoes three!"	male
"At any rate, Philotas, the physician of Amphissa, used to tell my grandfather, Lamprias, that he was in Alexandria at the time, studying his profession, and that having got well acquainted with one of the royal cooks, he was easily persuaded by him (young man that he was) to take a view of the extravagant preparations for a royal supper. "	" But the cook burst out laughing and said: The guests are not many, only about twelve; but everything that is set before them must be at perfection, and this an instant of time reduces."	male
"In 1994, he began his union career as a trainee organiser under the ACTU's Organising Works program at the Australian Workers' Union (AWU), before being elected Victorian state secretary in 1998. "	 Shorten was elected as the AWU's national secretary in 2001 and was re-elected in 2005.	male
"He alternated the drawing of Nippur de Lagash with his creator, Lucho Olivera. "	" Mulko is the artist who has drawn more episodes of Nippur; more than 150 in two stages: between 1972 and 1976, and between 1988 and 1994."	male
"As Patriarch of Venice, Scola put Summorum pontificum into effect. "	" Scola is the author of numerous theological and pedagogical works on topics such as bio-medical ethics, theological anthropology, human sexuality and marriage and the family, which have been translated into several languages."	male
"In 1849, he was appointed to a teaching post in Ajaccio (Corsica), then in 1853 moved on to the lycée in Avignon. "	" Fabre was a popular teacher, physicist, chemist and botanist."	male
Thereafter he was an inmate at Brandenburg-Görden Prison in Brandenburg an der Havel until 1945. 	" From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership."	male
"He attended the University of Hawaii, where he received his bachelor's and master's degrees. "	" Originally a high school teacher, Akaka went on to serve as a principal for six years."	male
"In 1916, Schulz Solari first signed his work Xul Solar,” ostensibly for the purposes to simplify the phonetics of his name, but an examination of the adopted name reveals that the first name is the reverse of lux,” which means light in Latin. "	" Combined with solar, the name reads as the light of the sun, and demonstrates the artist's affinity for the universal source of light and energy."	male
"He coloured his figures with strong and bright tint and frequent interchanges of red and green, blue and yellow. "	" The combination of the sculptural and the pictorial bears witness of the artist's complexity and expressiveness with additional help of naturally blooming forms, and nearly fauvist, wild tint."	male
"In Panorama Developments (Guildford) Limited v Fidelis Furnishing Fabrics Limited [1971] 2 QB 711, a company secretary fraudulently hired cars for his own use without the knowledge of the managing director. "	 A company secretary routinely enters into contracts in the company's name and has administrative responsibilities that would give apparent authority to hire cars.	male
"French quoted Blavatsky as saying: No author in the world of literature ever gave a more truthful or more poetical description of these beings than Sir E. Bulwer-Lytton, the author of Zanoni. "	" This novel is especially important for followers of occultism because of the suspicion--actively fostered by its author--that the work is not a fictional account of a mythical fraternity, but an accurate depiction of a real brotherhood of immortals."	male
"In 1912 the novel Dry Valley (Суходол) came out, his second major piece of semi-autobiographical fiction, concerning the dire state of the Russian rural community. "	" Again it left the literary critics divided: social democrats praised its stark honesty, many others were appalled with the author's negativism."	male
"In 1960, he married French-Canadian Janick Larouche, whom he met in a language class in Toronto, and with whom he had sons Pierre and Hans. "	" Professionally, Zündel worked as a graphic artist, photographer, photo retoucher, and printer."	male
"Lecocq enjoyed an early success in 1856, when he and Georges Bizet shared the first prize in a competition for composers of comic opera, organised by Jacques Offenbach. "	" Lacking the connections to secure commissions from Parisian theatres, Lecocq spent the next decade in obscurity and routine work as a teacher, accompanist and répétiteur."	male
Secretary of the Navy during 1962–63; he was also an Assistant Secretary of the Army in 1952–53. 	 Various sources cite different reasons for Secretary Korth's departure.	male
"He was a principal player in the coup against Khrushchev in October 1964, obviously influencing the KGB to support the conspirators. "	 Shelepin probably expected to become First Secretary and de facto leader of the USSR when Khrushchev was overthrown.	male
He is best known internationally for his comprehensive two-volume The Structure and Reproduction of the Algae; However his A Treatise of the British Freshwater Algae was also important. 	 Fritsch became a co-author of the revised edition in 1927.	male
Ørsted himself recounted how he influenced Zeise through conversations and encouraged him when he expressed the desire to take the university entrance examination (Examen artium). 	 Zeise became a university student in 1809.	male
"He appeared as such by his work in three volumes, published in 1835 with the title: Observations sur le projet de révision du Code pénal. "	 This work could not miss drawing the attention to its author.	male
"A few days later, Dr. Van Ness explains the situation to the Secretary of Defense, informing him that, in spite of all the setbacks, the project is still on schedule, and that a working model of the space station is about to be launched into orbit. "	 The Secretary notes with satisfaction: Nothing will take us by surprise again!	male
"He is now a choreographer and dancer, and he is a member of the dancing group Oyaji dancers, where oyaji is a faintly derogatory Japanese word literally meaning dad but also used for middle-aged men in general. "	 Suzuki made a brief appearance as a dancer in the video for the song O!	male
"Outside of men's curling, Ramsfjell and his sister Maia represented Norway at the 2018 World Mixed Doubles Curling Championship. "	" As of 2019, Ramsfjell was a masters student in electrical engineering."	male
"The artist currently lives and works in the outskirts of Cali, where he devotes his time both to the exploration of painting and artistic materials and techniques. "	 The artist's online magazine has been discontinued as of 2007.	male
The symbols that Haki Xhakli communicates in his paintings are universal and autochthonous. 	 The inevitable symbol which is present in almost every painting of the artist is the horse.	male
	" According to one student, Medvedev was a popular teacher; strict but not harsh."	male
"The anonymous author recounts the story of their bequest of the lands to the parish to support the annual dole, and goes on to say that despite the antiquity of the events described, he has no doubt as to their authenticity. "	" As with all accounts of the tradition prior to 1790 the author does not mention their alleged birth in 1100, or the name of Chulkhurst; these details first appeared in a broadside published in 1790."	male
"He continued his active support of ultra-royalist views until his death, which took place in Paris on 17 January 1825. "	" Besides a large number of political pamphlets, Ferrand was the author of:"	male
"In this time of personal crisis, he became famous In Hamburg for scrawling and scribbling all over the city, using mailboxes, billboards, traffic signs and subway stations and leaving whenever possible his business card: Peter-Ernst Eiffe, Wandsbeker Chaussee 305, 2000 Hamburg 22, including the phone number. "	 Eiffe was also magically attracted by the student movement.	male
"Under the clouds from the gas chambers, as he put it in his seminal work on Juan Gris. "	" Kahnweiler was very prolific as an author, but never produced a full autobiography."	male
At the center of his music is the sound of what is real. 	" The sum total of these varying components is an awesome knowledge, consumed and then shared by an artist who is free enough to do both."	male
"He sat down, took a couple of rolls, and he had it. "	" The original concept was to paint the picture from edge to edge, with no bleeding, title or artist credit – a concept that went against music industry practice and was immediately vetoed by EMI."	male
"He delivered a paper at the First Migraine Symposium in 1966 on Migraine: from Cappadocia to Queen Square, combining his clinical interest with his love of history. "	" Critchley was a handsome and impressive figure, a superb speaker and a lifelong student of the human mind."	male
"To cure the psychological maladjustment, [it's necessary] to catch him in his true state. "	" Blummer was surprised by these provisions, saying, I don't know of any time when such monitoring has been used on an artist."	male
"Similarly, he has found that people look to external behavior in evaluating biases in others, but engage in introspection when evaluating their own. "	" Gilovich was an early author in the clustering illusion, which is closely related to the hot hand fallacy, and is the tendency to see clusters of data in a random sequence of data as nonrandom."	male
"In the 1950s, Mazniashvili's son, a World War II veteran of the Soviet army, submitted a request for a political rehabilitation of his father, but this was turned down by the authorities. "	 Maznashvili is the author of the popular Soldier’s Memoirs.	male
"He moved to Sarajevo in September, 1909, and worked as a curator and later administrator at the National Museum of Bosnia and Herzegovina, this period started his intensive years of working. "	 Ćorović was also a secretary of the Serbian cultural society „Prosvjeta“ in Sarajevo and organizer of its annual publication (Calendar) of 1911.	male
"He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. "	" As a result, Shapinsky became a 'revived artist' as an abstract impressionist."	male
Davis was then sentenced to a six-month prison term where he was able to do some research. 	 Opinions expressed in this paper are the author's and are not necessarily those of the Bureau of Prisons.	male
"He dissected and illustrated numerous creatures; his anatomical drawing of a sea urchin is the earlier extant depiction of an invertebrate and he found important anatomical similarities between dolphins, pigs and humans. "	 Rondelet was a popular and effective teacher and lecturer and was elected chancellor of Montpellier University in 1556.	male
"As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. "	" Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness."	male
His work was originally designed for the gate of Saint Peter's Basilica in Rome. 	" The first design was ready in 1970 but, due to a series of historical events it was only inaugurated in 1983 in the presence of the artist, who was by then seriously ill."	male
František was the first non-British pilot to have a bar added to his Distinguished Flying Medal when he posthumously received one on 28 October 1940. 	" Janoušek also quoted the anonymous author of the 1941 book Together we Fly, A Salute to Airmen, who called František the greatest of all Czechoslovak pilots, perhaps one of the greatest fighters of all time."	male
"Additionally, he served as a playoff reinforcement for the Pastora de Los Llanos and Cardenales de Lara, making him one of few players to wear all uniforms in the eight-team league. "	" Starting 2009, Álvarez engaged on a musical career as a reggaeton artist."	male
"This affected his view of the overall relationship between the sexes, and of course his writing. "	" The play, called by Strindberg the child of my greatest pain, reflects the author's observation that life is an illusion, similar to a dream."	male
"He is also a member of the group Dilated Peoples, as well as being one-half of Step Brothers with The Alchemist. "	" Before creating music, Perretta was a graffiti artist."	male
"In 1957, he went to the United States to study at the University of California, Berkeley, and was a research assistant to Seymour Martin Lipset. "	 Etzioni is the author of over 30 books.	male
"Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. "	" This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose."	male
"Senate seat two years earlier, died barely a year into his term. "	 Bloxham was named Secretary of State.	male
"After the war, he enrolled at the University of Louisville and earned a Bachelor of Arts degree in 1948 and a law degree in 1950. "	 Cook was elected to the Kentucky House of Representatives in 1957 and again in 1959.	male
"Charles E. Dvorak of the C.A.A. then demonstrated his class, and from the 11-foot mark he competed alone, the other four men being tied at that mark. "	" After retiring from athletic competition, Dvorak worked over the next 35 years as a lawyer, apple farmer, civil servant, athletic coach and teacher."	male
He ran for the governorship of Cebu in 1931 and became the President of the League of Provincial Governors of the Philippines. 	 Cuenco was Secretary of Public Works and Communications from 1936 to 1939.	male
	 McKay was elected student body president in 1916.	male
As an infant Balzac was sent to a wet nurse; the following year he was joined by his sister Laure and they spent four years away from home. 	" When the Balzac children returned home, they were kept at a frosty distance from their parents, which affected the author-to-be significantly."	male
"But it is the potential insight into the sonnets' chronology, through the relationship of this to Time's pencil and my pupil pen, that is the focus of the debate: George Steevens regards the words as evidence Shakespeare wrote his sonnets as a youth; for T. W. "	" While in general terms Time is in this line a form of artist (rather than a destroyer, as elsewhere in the cycle), its exact function is unclear."	male
Various attempts have been made to clear up the error concerning the mention of Tyre as a subsequent bishopric of Methodius; it is possible that he was transported to Tyre during the persecution and died there. 	" Methodius had a comprehensive philosophical education, and was an important theologian as well as a prolific and polished author."	male
"By 1748 his novel Clarissa was published in full: two volumes appeared in November 1747, two in April 1748, and three in December 1748. "	" Unlike the novel, the author was not faring well at this time."	male
He has been awarded the Overseas Press Club's Robert Capa Gold Medal five times and two World Press Photo awards. 	 Nachtwey has worked with Time as a contract photographer since 1984.	male
"His ashes were scattered in Cornish, New Hampshire, by his longtime friend Charles Platt. "	" Benediction (1923), now lost, gained greatest sum for a work by a living American artist"	male
"In a 2019 interview with CNBC, he told how he sees great potential with Lyft and even though the company went public in 2018, he is bullish on the company and will be invested in it for a long time. "	 This marks the first time an honor of this kind has been bestowed upon a rap artist.	male
"Paul intervenes and overpowers him, but he wriggles free. "	 The librarian is then run over by a car in front of the library and apparently killed.	male
Durrio tried to help his poverty-stricken friend in Tahiti by promoting his oeuvre in Paris. 	 The 1906 exhibition of Gauguin's work left Picasso more than ever in this artist's thrall.	male
He was able to use this talent effectively when he became manager of the South African government's Native Labour Bureau and adviser to the Native Recruiting Corporation for the Chamber of Mines at a time of increasing industrial unrest. 	" Taberer was the Secretary for Zululand in 1894, an acting magistrate in Eshowe, Zululand in 1895."	male
"He was educated at Dungourney National School, Rockwell College, County Tipperary, and University College Dublin where he graduated with a Bachelor of Arts in Economics, Politics and Psychology. "	" For a brief period in the early 1970s, Ahern worked as a secondary school teacher."	male
"Again on Wright's report, Lowin is supposed to have originated the role of Bosola in The Duchess of Malfi, and he was probably also the original Flaminius in Philip Massinger's Believe as You List. "	" Lowin was the author of a single literary work (as far as is known), a brief pamphlet titled Conclusions upon Dances that was first printed in 1607."	male
"The Polish writer Bolesław Prus, for the sake of making a point, introduces into chapter 63 of his historical novel Pharaoh, set in the ancient Egypt of 1087–1085 BCE, a substance that behaves like gunpowder. "	" Another apparent anatopism introduced by the author (in chapter 45) is an object that resembles a telescope, that may also be an anachronism."	male
"Through this piece and his other performance works, Brus hoped to reveal the still fascist essence of the nation. "	 Brus also was editor of the Schastrommel (author's edition) from 1969 on.	male
"CP Leblond was born in Lille, France, in 1910, the son of a building contractor who died when Leblond was only 10 years old, leaving his mother to raise four boys on her own. "	" A brilliant student, Leblond debated becoming a film producer, an architect or a scientist."	male
"He is also a fan of football and follows his hometown professional football team, FC Zenit Saint Petersburg. "	 Medvedev is an avid amateur photographer.	male
"As part of the war effort Blickensderfer converted much of his factory to produce munitions for the war, including a machine gun belt feed for the French government and 50 caliber machine gun mounts for aircraft. "	" With the brilliant chief engineer and designer gone, the company could not continue, and the heirs sold the company in 1919."	male
"He was a staunch defender of Captain Alfred Dreyfus, whom he considered an innocent man. "	 The artist's suspicions were substantiated after one of Dreyfus's accusers broke down under interrogation.	male
"“Dictators are stupid,” he noted, “They won’t necessarily read between the lines.” "	" As a young artist in Baghdad in the 1980s, Alfraji worked as an animator for children's television."	male
"However he often spent long periods at the Château de Saché, near Tours, the home of his friend Jean de Margonne, his mother's lover and father to her youngest child. "	 Today the chateau is a museum dedicated to the author's life.	male
"In 1993 Jungnickel joined Augsburg University where he occupies the chair for discrete mathematics, optimisation, and operations research. "	 A reviewer notes that The author does a beautiful job showing and developing the practical applicability of the fascinating area of finite field theory.	male
"A third review, while not identifying any specific themes, said the author was layering his themes to make the book more exciting. "	 One of my goals as an author is to explore various aspects of human nature.	male
"In 1978, he became a Presidential elector, a position he also held in 1982 and 1998. "	" From 1979 to 1980, Aho was Political Secretary to the Ministry of Foreign Affairs."	male
"The title page introduces the book as the history of King's-Place and other modern nunneries, with authorship by a monk of the Order of St Francis, and containing their [the nunneries'] mysteries, devotions and sacrifices, comprising also, the ancient and present state of promiscuous gallantry: with the portraits of the most celebrated demireps and courtezans of this period: as well as sketches of their professional and occasional admirers. "	 The modern nunneries the author describes are contemporary high-class brothels.	male
Golwalkar was the only surviving son of nine children. 	 Golwalkar studied science and was apt and apolitical as a student.	male
His memoir of Alkan in his book Les Pianistes célèbres is nonetheless one of the most valuable sources for Alkan's biography. 	 Marmontel achieved renown as an effective and imaginative teacher.	male
"In 1794, Lagrange was appointed professor of the École Polytechnique; and his lectures there, described by mathematicians who had the good fortune to be able to attend them, were almost perfect both in form and matter.[citation needed] Beginning with the merest elements, he led his hearers on until, almost unknown to themselves, they were themselves extending the bounds of the subject: above all he impressed on his pupils the advantage of always using general methods expressed in a symmetrical notation. "	 But Lagrange does not seem to have been a successful teacher.	male
"He is reputed to have led a secluded Islamic life as a marabout until his death on 14 October 2017 in Sévaré, aged 77. "	" It was met with wide critical acclaim, winning the Prix Renaudot that very year, the first African author to do so."	male
"While there, he was an editor of the Harvard Law Review. "	 Toobin began freelancing for The New Republic while a law student.	male
"Five of Unaipon's traditional stories were published in 1929 as Native Legends, under his own name and with his picture on the cover. "	" They have been republished in their original form, under the author's name, as Legendary Tales of the Australian Aborigines."	male
"The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. "	" Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author."	male
"This led to him being harshly attacked in the 1920s by the proletarian musician movement, especially by the representatives of the RAPM Russian Association of Proletarian Musicians and Prokoll (Production Collective of the Students at the Moscow Conservatory). "	" Roslavets was accused of being a counter-revolutionary and bourgeois artist, alien to the proletariat, as well as formalist, a class enemy and in the late 1920s and early 1930s, a Trotskyist, saboteur; etc."	male
"For a brief period after his graduation, he worked as a stonemason, producing gravestones in Berlin. "	 Hartwig accepted the offer going on to serve as a teacher and head of the sculpture department from 1921 to 1925.	male
"Apart from his parliamentary activities, Bellenger wrote a column for the Sunday Pictorial under the byline Voice of the Services. "	" When the Labour Party returned to government with a landslide at the 1945 general election, Bellenger was appointed Financial Secretary to the War Office."	male
"After the season, Zombo announced his retirement from the game. "	 Zombo is an accomplished artist who has worked on projects like the promotional issue of the City of Heroes comic book.	male
"At Eton he developed an interest in ornithology, guided by science master W. "	 Piggy was a genius as a teacher ...	male
"As a result of his family's hunting activities, motifs of dissection started to appear in his works around 2011, with some aspects of it already evident in works from previous years. "	" The work Fur Skin Skeleton is considered the first to bare such style, according to the artist."	male
"He's using his blood to make them interesting, but when you look at them they're what any four-year-old can do. "	 The photos gained praise for depicting a much cleaner and more handsome Doherty.	male
"However, his artistic expression has since focused almost entirely on the preservation of Mexican and Durango traditions. "	 Núñez's career as an artist has spanned over forty years.	male
Goncharov used a lot of dialogue within his works. 	" Therefore, the characters in Oblomov reveal themselves primarily through their own speech, with very limited comments by the author."	male
"Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week. "	" As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School."	male
"In the midst of it, Kōji temporarily loses his voice and is forced to go back to his brother and family. "	" Due to the manga artist's illness, the manga ended at volume 19 without a proper ending."	male
"According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. "	 The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	male
"He is currently a visiting professor at King's College London where he works with the Policy Institute at King's, a visiting professor at the Cass Business School, a board member of the Institute for Fiscal Studies and a visiting fellow at Nuffield College, Oxford. "	" Willetts is the author of several books on conservatism, including Why Vote Conservative (1996) and Modern Conservatism (1992), as well as numerous articles."	male
"He also campaigned for the British government to do their part by preserving a Second World War airfield in its original condition for future generations to see, and for the history of each airfield to be recorded fully and the men and sacrifice never forgotten. "	 The book took 18 months to compile and drew upon the author's knowledge and experience working in airfields and documenting their history.	male
I am the Ietada who wishes to bequeth his name to generations to come. 	 Ietada is singled out as an example of the honor of samurai and prowess by the author of Hogen Monogatari:	male
"Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. "	" During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments."	male
"Today, the ordinary uniform for male undergraduate students consists of a plain white shirt with long or short sleeves and black (or dark blue) trousers. "	" However, a black tie with a silver phra kiao pin is usually used by upperclass student in some faculties."	male
"To function effectively, this presidential appointee must be able to maintain a relationship of mutual confidence and respect with two people who are central in our government and who both outrank him: the Secretary of State and the United States Representative to the UN. "	" If relations break down with either, the Assistant Secretary's usefulness is, of course, critically impaired."	male
	" Shortly before the events of The Empire Strikes Back, Dengar works as an assassin and falls in love with the dancer Manaroo."	male
At the end of the season he was again awarded the Young Player of the Year award as well as being shortlisted for ICC Emerging Player of the Year. 	" As well as the one day series against Pakistan, Cook was overlooked for the 2006 Champions Trophy squad."	male
"In 1964 he became the first Executive Director of (as it was then) the Union of Liberal and Progressive Synagogues, now known as Liberal Judaism. "	" Brichto was also a prolific author, having written extensively in the Jewish and national press."	male
"In his 1997 report Shaping their future, Professor Barry McGaw was highly critical of the School Certificate. "	" Professor McGaw recommended that the School Certificate be abolished and replaced, for students leaving school, with a statement of achievement which would include each student’s results on statewide tests in literacy and numeracy as well as school-based results in all courses completed in Year 10."	male
Many of Fleener's short stories appeared in anthologies like Weirdo and Twisted Sisters and the all-women Wimmen's Comix; and her illustrations appeared in Entertainment Weekly. 	" These comix depicted the artist and a colorful cast of characters playing in rock bands, surfing, going to college, and gleefully partaking of drugs and casual sex, among other things."	female
"She first came to public attention with her poem The Factories, which treated the subject of child labor. "	" Schauffler was an author and cellist who published widely on poetry, travel, culture, and music."	female
