context	segment	gender
"At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. "	 From the beginning Zigliara was a student of uncommon brilliancy.	male
"Carlucci is asked for input, and he mumbles that the US government does not involve itself in the internal affairs of other countries. "	" At the time, Carlucci was the second secretary of the US Embassy in Congo."	male
"Whittier was heavily influenced by the doctrines of his religion, particularly its stress on humanitarianism, compassion, and social responsibility. "	 Whittier was first introduced to poetry by a teacher.	male
As an infant Balzac was sent to a wet nurse; the following year he was joined by his sister Laure and they spent four years away from home. 	" When the Balzac children returned home, they were kept at a frosty distance from their parents, which affected the author-to-be significantly."	male
"During the 1870s, several incidents made Alexander Stewart hostile towards Seligman, although the two men had served together on the board of the New York Railways Company, whose president was Judge Henry Hilton, a Tweed Ring associate. "	 The first incident involved Seligman's declining the post of Secretary of the Treasury.	male
"He appeared as such by his work in three volumes, published in 1835 with the title: Observations sur le projet de révision du Code pénal. "	 This work could not miss drawing the attention to its author.	male
"A video of a student from Duncanville, 18-year-old sophomore Jeff Bliss scolding his social studies/history teacher, went viral in May 2013, and was picked up by media. "	 CBS local news quoted the student:	male
"He was a staunch defender of Captain Alfred Dreyfus, whom he considered an innocent man. "	 The artist's suspicions were substantiated after one of Dreyfus's accusers broke down under interrogation.	male
"I personally think that Orson's waiving any payment whatever for his work, and his giving up a lucrative weekly radio program, is even more eloquent. "	 For a well-paid creative artist to work for over half a year for no remuneration is a most uncommon occurrence.	male
He left his position for personal reasons and took several clerical and accounting jobs. 	" After briefly serving in law enforcement for the colonial government, Gizenga became a teacher at a secondary Catholic school."	male
He appeared in stage productions throughout college and continued on stage long after his tour of duty in Vietnam. 	 Savini served as a combat photographer during the Vietnam War.	male
I am the Ietada who wishes to bequeth his name to generations to come. 	 Ietada is singled out as an example of the honor of samurai and prowess by the author of Hogen Monogatari:	male
The Berlin Collection of Classical Antiquities in the Altes Museum contains the remnants of a series of his votive tablets. 	 Placing such an order with a potter and vase painter is likely to be unique in antiquity and is evidence of the high reputation of this artist.	male
"In a 2019 interview with CNBC, he told how he sees great potential with Lyft and even though the company went public in 2018, he is bullish on the company and will be invested in it for a long time. "	 This marks the first time an honor of this kind has been bestowed upon a rap artist.	male
František was the first non-British pilot to have a bar added to his Distinguished Flying Medal when he posthumously received one on 28 October 1940. 	" Janoušek also quoted the anonymous author of the 1941 book Together we Fly, A Salute to Airmen, who called František the greatest of all Czechoslovak pilots, perhaps one of the greatest fighters of all time."	male
Preparation for any role was very important for him. 	" The dancer says, It is desirable to know everything about the ballet, about the character, the composer, the choreographer – everything."	male
"When Tippin, at the urging of Jack, mentions The Circumference, Khasinau has Tippin come to Paris and has him interrogated under sodium pentathol. "	" Khasinau arranges for Tippin to be kidnapped by Sark from a CIA safehouse, transported to Taipei and tortured by an evil dentist for more information about the Circumference."	male
"The anonymous author recounts the story of their bequest of the lands to the parish to support the annual dole, and goes on to say that despite the antiquity of the events described, he has no doubt as to their authenticity. "	" As with all accounts of the tradition prior to 1790 the author does not mention their alleged birth in 1100, or the name of Chulkhurst; these details first appeared in a broadside published in 1790."	male
"In 1971, the Military Selective Service Act was further amended to make registration compulsory; all men had to register within a period 30 days before and 29 days after their 18th birthdays. "	" Student deferments were ended, except for divinity students, who received a 2-D Selective Service classification."	male
"Bates is a good and stylish writer; he has an ear for the pithy phrase, and reading him is generally a pleasure. "	" This book, based on original scholarship, vast knowledge of a rapidly changing global field, and the arcana of many loosely linked disciplines brings the skills and interests of its polymath author together for a supremely important purpose."	male
"He accompanied Friedman in his numerous tours of China, and was present when Friedman met with Chinese leader Zhao Ziyang to discuss economic reforms. "	 Cheung was also an avid photographer.	male
"The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. "	" Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author."	male
"In his personal life, Student remains involved with both the Haredi and Modern Orthodox worlds in Brooklyn. "	" According to Student, I live in a moderate Haredi neighborhood, attend Haredi synagogues, send my children to moderate Haredi schools but still maintain professional and friendly relations with the Modern Orthodox world."	male
"The year 1912 also marked Spargo's only foray into American electoral politics, when he ran for the United States Congress in the 1st Congressional District of Vermont as the nominee of the Socialist Party. "	" At the 1917 National Convention of the Socialist Party, Spargo was the author of a minority resolution in the Committee on War and Militarism calling for American support of the Allied war effort as the least onerous alternative facing the socialist movement."	male
"A third review, while not identifying any specific themes, said the author was layering his themes to make the book more exciting. "	 One of my goals as an author is to explore various aspects of human nature.	male
"However he often spent long periods at the Château de Saché, near Tours, the home of his friend Jean de Margonne, his mother's lover and father to her youngest child. "	 Today the chateau is a museum dedicated to the author's life.	male
It is his first non-fiction book. 	" The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past."	male
Thereafter he was an inmate at Brandenburg-Görden Prison in Brandenburg an der Havel until 1945. 	" From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership."	male
"In this time of personal crisis, he became famous In Hamburg for scrawling and scribbling all over the city, using mailboxes, billboards, traffic signs and subway stations and leaving whenever possible his business card: Peter-Ernst Eiffe, Wandsbeker Chaussee 305, 2000 Hamburg 22, including the phone number. "	 Eiffe was also magically attracted by the student movement.	male
"Born in Port de Grave, Newfoundland (now Newfoundland and Labrador, Canada), he was the fourth of the seven children of Robert Prowse and Jane Woodley. "	 Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	male
"There he met Lord Soulbury who had been appointed to lead a Commission to Ceylon, pressing his case for self-rule. "	 Goonetilleke became an unofficial secretary to the commission and significantly influenced it.	male
"He continued his active support of ultra-royalist views until his death, which took place in Paris on 17 January 1825. "	" Besides a large number of political pamphlets, Ferrand was the author of:"	male
"Thereafter, in 1936, he joined the recording company His Master's Voice. "	" Coming back to Singapore in 1947, Zubir worked as a part-time photographer with the Utusan Melayu newspaper while composing and performing music and songs."	male
"The G.G. represented the initials of his wife, Gloria Gautraud, whom he had married in 1949. "	 The initials were used so the sex of the author would remain vague.	male
"A Complete Course of Lithography combined Senefelder's history of his own invention with a practical guide to lithography, and remained in print as recently as 1977 (Da Capo Press). "	" Unlike previous printmaking techniques, such as engraving, that required advanced craft skills, lithography facilitated greater accuracy and textural variety, because the artist could now draw directly onto the plate with familiar pens."	male
"Aside from his work as a musician, Mickelson has worked as a writer for Scream Magazine in addition to his work as a graphic designer. "	 Mickelson is the lead designer for Scream Magazine and the Inferno Metal Festival.	male
He ran for the governorship of Cebu in 1931 and became the President of the League of Provincial Governors of the Philippines. 	 Cuenco was Secretary of Public Works and Communications from 1936 to 1939.	male
"However, during this period he also became closely associated with the Christian Patriot movement on the right, and spoke at conferences sponsored by Christian Identity pastor Pete Peters. "	 Gritz is the author of three books.	male
Various attempts have been made to clear up the error concerning the mention of Tyre as a subsequent bishopric of Methodius; it is possible that he was transported to Tyre during the persecution and died there. 	" Methodius had a comprehensive philosophical education, and was an important theologian as well as a prolific and polished author."	male
"After a long period of absence lasting more than a decade, he directed a film, Nerkkuneraey (Face to Face), in (2004). "	 Menon made a name as a versatile Poster Designer as well.	male
"His ashes were scattered in Cornish, New Hampshire, by his longtime friend Charles Platt. "	" Benediction (1923), now lost, gained greatest sum for a work by a living American artist"	male
"At any rate, Philotas, the physician of Amphissa, used to tell my grandfather, Lamprias, that he was in Alexandria at the time, studying his profession, and that having got well acquainted with one of the royal cooks, he was easily persuaded by him (young man that he was) to take a view of the extravagant preparations for a royal supper. "	" But the cook burst out laughing and said: The guests are not many, only about twelve; but everything that is set before them must be at perfection, and this an instant of time reduces."	male
"Seriously interested in joining pro sumo, Nakamura was interviewed at a number of stables before graduating, and upon finishing university, he joined Miyagino stable. "	 Nakamura became an attendant and apprentice to yokozuna Hakuhō.	male
"He was later appointed as a Civil, Commercial and Labor Judge on the Comodoro Rivadavia circuit and on the Chamber of Appeals of both Trelew and Comodoro Rivadavia. "	 Guinle entered politics as Government Secretary for the Municipality of Comodoro Rivadavia in 1986.	male
"One installation/performance work from this period, perhaps his best known work, is Seedbed (January 15–29, 1972). "	 One motivation behind Seedbed was to involve the public in the work's production by creating a situation of reciprocal interchange between artist and viewer.	male
He has been awarded the Overseas Press Club's Robert Capa Gold Medal five times and two World Press Photo awards. 	 Nachtwey has worked with Time as a contract photographer since 1984.	male
"This led to him being harshly attacked in the 1920s by the proletarian musician movement, especially by the representatives of the RAPM Russian Association of Proletarian Musicians and Prokoll (Production Collective of the Students at the Moscow Conservatory). "	" Roslavets was accused of being a counter-revolutionary and bourgeois artist, alien to the proletariat, as well as formalist, a class enemy and in the late 1920s and early 1930s, a Trotskyist, saboteur; etc."	male
Gemmell later said that his Managing Director had regarded it a poisonous attack on his integrity. 	" After the publication of Waylander, Gemmell became an author full-time, writing over thirty novels in total, some as part of long-running series, others as standalone works."	male
His memoir of Alkan in his book Les Pianistes célèbres is nonetheless one of the most valuable sources for Alkan's biography. 	 Marmontel achieved renown as an effective and imaginative teacher.	male
"He is the father of Simon Festing, the former executive director of the Research Defence Society, which focuses on supplying information about, and defending, the use of animals in medical experiments in the UK. "	 Festing is the author of over 200 scientific papers on laboratory animal genetics and related issues.	male
"He delivered a paper at the First Migraine Symposium in 1966 on Migraine: from Cappadocia to Queen Square, combining his clinical interest with his love of history. "	" Critchley was a handsome and impressive figure, a superb speaker and a lifelong student of the human mind."	male
Davis was then sentenced to a six-month prison term where he was able to do some research. 	 Opinions expressed in this paper are the author's and are not necessarily those of the Bureau of Prisons.	male
"In the course of this work, he discovered that not all gases expand equally when heated and that Boyle's Law is only an approximation, especially at temperatures near a substance's boiling point. "	 Regnault was also an avid amateur photographer.	male
	 McKay was elected student body president in 1916.	male
"He then went to Sydney and then Melbourne holding exhibitions of his work, and died of cancer in Melbourne on 3 January 1939. "	" Evergood was a capable artist, who mostly painted landscapes in oil with affinities to the post impressionists."	male
"Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week. "	" As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School."	male
Motl is described as having a natural talent for drawing cartoons – sometimes getting into trouble with people feeling insulted by his depiction of them. 	 Some episodes indicate that the author intended to have the character enter a journalistic career.	male
"His designed products also included a remarkable transistor radio, made from ordinary metal food cans and powered by a burning candle, that was designed to actually be produced cheaply in developing countries. "	" Papanek received numerous awards, including a Distinguished Designer fellowship from the National Endowment for the Arts in 1988."	male
Hazlitt's fascination with the extremes of human capability in any field led to his writing The Fight (published in the February 1822 New Monthly Magazine). 	 This essay never appeared in the Table-Talk series or anywhere else in the author's lifetime.	male
"The author himself had no very high opinion of the work, remarking that he had written it chiefly for young students. "	" The Shulchan Aruch achieved its reputation and popularity not only against the wishes of the author, but, perhaps, through the very scholars who criticized it."	male
Three of his stories have been adapted as episodes of the TV series Tales from the Darkside. 	 Outside of science fiction Kube-McDowell is the author of more than 500 nonfiction articles on subjects ranging from space careers to scientific creationism to an award-winning four-part series on the state of American education.	male
"He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. "	" As a result, Shapinsky became a 'revived artist' as an abstract impressionist."	male
"Later that day, UN and Brazilian officials said that he appeared to have shot himself in the head, several days after national elections had been postponed for a fourth time. "	 Bacellar was also a teacher of geography and of Brazilian Studies in military schools.	male
"As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. "	" Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness."	male
He received his M.A. in English from McGill University in 1928 and his Ph.D. in the discipline from the University of Wisconsin–Madison in 1935. 	" Professionally, Hayakawa was a linguist, psychologist, semanticist, teacher, and writer."	male
"It finally leads him to union with Christ by exciting love for him as well as by pointing out the frailty of all creatures: It is necessary to leave the beloved thing for the beloved, because Jesus wishes to be loved above all things (Oportet dilectum propter dilectum relinquere, quia Jesus vult solus super omnia amari: II, xvii). "	" Though the book betrays that the author was well versed not only in Scholastic philosophy and theology, but also in the secrets of the mystical life, yet this fact never obtrudes itself on the reader, nor does it obscure the meaning of the contents."	male
"In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. "	" Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950."	male
"Since 1976, he has worked as a freelance writer. "	" Maar is the author of a large number of novels, short stories and plays."	male
"By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. "	 Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	male
"In September 1932, Unsöld became Ordinarius Professor and Director of the Institute for Theoretical Physics (and Observatory) at the University of Kiel – a position he held until his emeritus status was granted in 1973, after which he remained scientifically active for 15 years. "	" While a student at Munich, Unsöld was one of many of a long line of students who helped Sommerfeld explore and advance atomic theory."	male
"It was found that three cooks had prepared the meals, one of whom had infected lesions on the index and middle finger of his right hand. "	 The lesions on the cook’s fingers were found to be infected with staphylococci.	male
"He is currently a visiting professor at King's College London where he works with the Policy Institute at King's, a visiting professor at the Cass Business School, a board member of the Institute for Fiscal Studies and a visiting fellow at Nuffield College, Oxford. "	" Willetts is the author of several books on conservatism, including Why Vote Conservative (1996) and Modern Conservatism (1992), as well as numerous articles."	male
"He also campaigned for the British government to do their part by preserving a Second World War airfield in its original condition for future generations to see, and for the history of each airfield to be recorded fully and the men and sacrifice never forgotten. "	 The book took 18 months to compile and drew upon the author's knowledge and experience working in airfields and documenting their history.	male
"He coloured his figures with strong and bright tint and frequent interchanges of red and green, blue and yellow. "	" The combination of the sculptural and the pictorial bears witness of the artist's complexity and expressiveness with additional help of naturally blooming forms, and nearly fauvist, wild tint."	male
In 2019 he joined the Slavic Department at Columbia University with a goal of focusing on contemporary Russian culture within the Harriman Institute. 	 Lipovestky is the author or co-author of five books and more than seventy articles.	male
"He alternated the drawing of Nippur de Lagash with his creator, Lucho Olivera. "	" Mulko is the artist who has drawn more episodes of Nippur; more than 150 in two stages: between 1972 and 1976, and between 1988 and 1994."	male
Goncharov used a lot of dialogue within his works. 	" Therefore, the characters in Oblomov reveal themselves primarily through their own speech, with very limited comments by the author."	male
At the end of the season he was again awarded the Young Player of the Year award as well as being shortlisted for ICC Emerging Player of the Year. 	" As well as the one day series against Pakistan, Cook was overlooked for the 2006 Champions Trophy squad."	male
Secretary of the Navy during 1962–63; he was also an Assistant Secretary of the Army in 1952–53. 	 Various sources cite different reasons for Secretary Korth's departure.	male
"He moved to Sarajevo in September, 1909, and worked as a curator and later administrator at the National Museum of Bosnia and Herzegovina, this period started his intensive years of working. "	 Ćorović was also a secretary of the Serbian cultural society „Prosvjeta“ in Sarajevo and organizer of its annual publication (Calendar) of 1911.	male
