context	segment	gender
"Startide Rising is a 1983 science fiction novel by American writer David Brin, the second book of six set in his Uplift Universe (preceded by Sundiver and followed by The Uplift War). "	 It was revised by the author in 1993 to correct errors and omissions from the original edition.	male
"The album drew heavy influence from Flowers' hometown of Las Vegas, Nevada, and earned Flowers a Q Award nomination for Best Male Artist (2010). "	 It became Flowers' first top ten single in the UK as a solo artist and was certified silver by the BPI.	male
"During that time, he won two BBL championships as a head coach, one with the Birmingham Bullets in 1996 and one with the Manchester Giants in 2000, while also helping London Towers in the Euroleague. "	 Nurse also won the BBL Coach of the Year Award in the 1999–2000 and 2003–04 seasons.	male
Kitani had his stroke when he was chatting with Go. Kitani died 6 months after. 	 Kitani was subsequently noted as the most prolific teacher ever of future professional players.	male
It is his first non-fiction book. 	" The author notes in the foreword of the 1994 reprint of this book that medical practices (both the culture, technology and finances) have changed significantly since the book was written, but that the text was left as is to give us a more complete glimpse into the past."	male
"District Court for the District of Nevada dismissed another False Claims Act case brought by another former employee of a Kaplan nationally accredited campus, Mr. Jajdelski, in its entirety and entered a final judgment in favor of Kaplan. "	 The claim found that Jajdelski had failed to present evidence the company received student aid funds for phantom students.	male
"As for the factory craftsman, his training under the apprenticeship system limited him to one phase in the production of glass. "	" This training could not prepare anyone to function as an independent artist, but only to serve as a cog in the industrial machinery."	male
"The G.G. represented the initials of his wife, Gloria Gautraud, whom he had married in 1949. "	 The initials were used so the sex of the author would remain vague.	male
"Born in Port de Grave, Newfoundland (now Newfoundland and Labrador, Canada), he was the fourth of the seven children of Robert Prowse and Jane Woodley. "	 Prowse is the author of A History of Newfoundland which is considered one of the most complete and meticulous colonial history books in existence.	male
"The anonymous author recounts the story of their bequest of the lands to the parish to support the annual dole, and goes on to say that despite the antiquity of the events described, he has no doubt as to their authenticity. "	" As with all accounts of the tradition prior to 1790 the author does not mention their alleged birth in 1100, or the name of Chulkhurst; these details first appeared in a broadside published in 1790."	male
"Eventually his father relented, permitting the boy to study music provided he matriculated. "	" By this time, Panufnik was too old to take the piano entrance examination for the Warsaw Conservatory, but succeeded in gaining admission as a percussion student."	male
"In 1912 the novel Dry Valley (Суходол) came out, his second major piece of semi-autobiographical fiction, concerning the dire state of the Russian rural community. "	" Again it left the literary critics divided: social democrats praised its stark honesty, many others were appalled with the author's negativism."	male
"Carlucci is asked for input, and he mumbles that the US government does not involve itself in the internal affairs of other countries. "	" At the time, Carlucci was the second secretary of the US Embassy in Congo."	male
"When Birmelin retired in 1950, Buesgen was given Birmelin's post - a position he would hold for the remainder of his life. "	" Buesgen also actively worked as a piano, organ and voice teacher in Allentown, and served as organist and choirmaster for a number of local churches."	male
"The Polish writer Bolesław Prus, for the sake of making a point, introduces into chapter 63 of his historical novel Pharaoh, set in the ancient Egypt of 1087–1085 BCE, a substance that behaves like gunpowder. "	" Another apparent anatopism introduced by the author (in chapter 45) is an object that resembles a telescope, that may also be an anachronism."	male
Among the authors whose works he has examined are Edward Said and Yvonne Vera. 	" Zeleza is the author of scores of articles and essays and more than two dozen books, including the following"	male
"However, during this period he also became closely associated with the Christian Patriot movement on the right, and spoke at conferences sponsored by Christian Identity pastor Pete Peters. "	 Gritz is the author of three books.	male
"It was first published in 1841 as the first volume of his Bells and Pomegranates series, in a low-priced two-column edition for sixpence, and next republished in his collected Poems of 1848, where it received much more critical attention. "	 The author described the work as the first of a series of dramatic pieces.	male
He has been awarded the Overseas Press Club's Robert Capa Gold Medal five times and two World Press Photo awards. 	 Nachtwey has worked with Time as a contract photographer since 1984.	male
"He contacted Lawrence Weschler, a writer at The New Yorker, and helped organize Shapinsky's first one-man show, at London's Mayor Gallery. "	" As a result, Shapinsky became a 'revived artist' as an abstract impressionist."	male
"Lázaro states that the motivation for his writing is to communicate his experiences of overcoming deception, hypocrisy, and falsehood (engaño). "	" Lázaro shares some of the traits of the central figure of Encolpius, a former gladiator, though it is unlikely that the author had access to Petronius' work."	male
"Additionally, he served as a playoff reinforcement for the Pastora de Los Llanos and Cardenales de Lara, making him one of few players to wear all uniforms in the eight-team league. "	" Starting 2009, Álvarez engaged on a musical career as a reggaeton artist."	male
Ørsted himself recounted how he influenced Zeise through conversations and encouraged him when he expressed the desire to take the university entrance examination (Examen artium). 	 Zeise became a university student in 1809.	male
His memoir of Alkan in his book Les Pianistes célèbres is nonetheless one of the most valuable sources for Alkan's biography. 	 Marmontel achieved renown as an effective and imaginative teacher.	male
	" According to one student, Medvedev was a popular teacher; strict but not harsh."	male
"He attended the University of Hawaii, where he received his bachelor's and master's degrees. "	" Originally a high school teacher, Akaka went on to serve as a principal for six years."	male
"The year 1912 also marked Spargo's only foray into American electoral politics, when he ran for the United States Congress in the 1st Congressional District of Vermont as the nominee of the Socialist Party. "	" At the 1917 National Convention of the Socialist Party, Spargo was the author of a minority resolution in the Committee on War and Militarism calling for American support of the Allied war effort as the least onerous alternative facing the socialist movement."	male
"At the age of eighteen he was received into the Order of Preachers at Rome, and made his religious profession in 1852 and studied philosophy at the College of Saint Thomas, the future Pontifical University of Saint Thomas Aquinas, Angelicum. "	 From the beginning Zigliara was a student of uncommon brilliancy.	male
Murphy characterized Newfoundland Premier Joey Smallwood's governing style as dictatorial and proclaimed his legislature's recent announcement of free tuition as a sham. 	 Smallwood warned the undergraduate student in a news conference not to return.	male
"Thereafter, in 1936, he joined the recording company His Master's Voice. "	" Coming back to Singapore in 1947, Zubir worked as a part-time photographer with the Utusan Melayu newspaper while composing and performing music and songs."	male
"The year 1939 saw the publication of his best work, Matthĳs Maris: de tragiek van den droom ('The Tragedy of the Dream'), a biography of the painter Matthijs Maris, who was a brother of the Dutch artists Jacob and Willem Maris. "	" Two years later, Figuren en problemen der monumentale schilderkunst in Nederland ('Figures and Problems of Monumental Painting in the Netherlands') was published, again with designs by the author."	male
"As part of the war effort Blickensderfer converted much of his factory to produce munitions for the war, including a machine gun belt feed for the French government and 50 caliber machine gun mounts for aircraft. "	" With the brilliant chief engineer and designer gone, the company could not continue, and the heirs sold the company in 1919."	male
"Wiinblad illustrated the work of his fellow Dane, Hans Christian Andersen, when he took on the task of providing the artwork for The Swineherd(195 ) which won an award from the American Library Association. "	 Wiinblad was an important designer for the Rosenthal porcelain company.	male
"Under the clouds from the gas chambers, as he put it in his seminal work on Juan Gris. "	" Kahnweiler was very prolific as an author, but never produced a full autobiography."	male
He also sang their '80s top-10 hit You Can Do Magic. 	 Beckley continues to write and record music both as a solo artist and with other musicians.	male
"Oberg continued to spend much of his time in the United States, teaching in university systems in both Missouri and Montana, and became a U.S. citizen in 1944. "	" Along with teaching in the United States, Oberg spent time both as a student and teacher in foreign countries."	male
"He coloured his figures with strong and bright tint and frequent interchanges of red and green, blue and yellow. "	" The combination of the sculptural and the pictorial bears witness of the artist's complexity and expressiveness with additional help of naturally blooming forms, and nearly fauvist, wild tint."	male
"When an interviewer asked Takahashi if he tried to introduce younger readers to real life gaming culture referenced in the series, Takahashi responded by saying that he simply included stuff he played and enjoyed, and that it may have introduced readers to role-playing games and other games. "	" The author stressed the importance of communication between people, often present in tabletop role-playing games and not present in solitary video games."	male
	 McKay was elected student body president in 1916.	male
His best known work is They Shoot Horses (2004) consisting of two videos each lasting seven hours and shown at the same time on different walls. 	 This is a record of a disco dance marathon staged by the artist with nine Palestinians in Ramallah.	male
"Not only did he continuously treat new subjects, he is also known, upon popular demand, to have reworked at his Beyoğlu atelier some of his earlier studies of Damascus, Beirut and Egypt from sketches at hand, selling most of them to his Levantine clients. "	" During this formative period in the Turkish art of painting and its milieu, the artist was, therefore, far-removed from the new developments."	male
"Cook devoted most of his scholarly research from the early 1970s until the 1990s to further developing case grammar as a tool for linguistic analysis, language teaching methodology, and other applications, and was the author of several major texts and many articles in case grammar. "	" Cook directed several doctoral dissertations (see e.g., Moskey 1978) applying case grammar to various areas of theoretical and applied linguistics research."	male
"In this time, he also began to incorporate the crinkled napkin and knocked-over vases to his set of objects. "	 This new set of objects presented a challenge to the artist to maintain cohesion and order in a clearly disordered environment.	male
"As one of the largest conservationist organizations in the country,[citation needed] The Wilderness Society has contributed to nearly all major designations of lands to be entered into the wilderness system.[citation needed] The Wilderness Society was incorporated on April 30, 1937, by a group of eight men who would later become some of the 20th century's most prominent conservationists. "	" Yard became the Society's first secretary and the editor of its magazine, The Living Wilderness."	male
"Later that day, UN and Brazilian officials said that he appeared to have shot himself in the head, several days after national elections had been postponed for a fourth time. "	 Bacellar was also a teacher of geography and of Brazilian Studies in military schools.	male
Partha Mitter describes him as the only Indian painter before the 1940s who made use of the language and syntax of Cubism in his painting. 	" From 1925 onwards, the artist developed a complex post-cubist style."	male
"As the investigation wore on, Horsmanden also came to believe that a man named John Ury was responsible. "	 Ury had just arrived in town and had been working as a school teacher and a private tutor.	male
"He quickly discerned the genius of George Eliot, forthwith accepting and publishing in his magazine the first instalment of her earliest fiction the 'Scenes of Clerical Life,' which had been sent to him without the name of the author, for whom thus early he predicted a great career as a novelist. "	" This commencement of a business connection was soon followed by a personal acquaintance between author and publisher, which ripened into intimacy."	male
His work was originally designed for the gate of Saint Peter's Basilica in Rome. 	" The first design was ready in 1970 but, due to a series of historical events it was only inaugurated in 1983 in the presence of the artist, who was by then seriously ill."	male
	 Cook was pressed into service as a player as a result of injuries.	male
"Lecocq enjoyed an early success in 1856, when he and Georges Bizet shared the first prize in a competition for composers of comic opera, organised by Jacques Offenbach. "	" Lacking the connections to secure commissions from Parisian theatres, Lecocq spent the next decade in obscurity and routine work as a teacher, accompanist and répétiteur."	male
"He continued his active support of ultra-royalist views until his death, which took place in Paris on 17 January 1825. "	" Besides a large number of political pamphlets, Ferrand was the author of:"	male
"The title page introduces the book as the history of King's-Place and other modern nunneries, with authorship by a monk of the Order of St Francis, and containing their [the nunneries'] mysteries, devotions and sacrifices, comprising also, the ancient and present state of promiscuous gallantry: with the portraits of the most celebrated demireps and courtezans of this period: as well as sketches of their professional and occasional admirers. "	 The modern nunneries the author describes are contemporary high-class brothels.	male
"To cure the psychological maladjustment, [it's necessary] to catch him in his true state. "	" Blummer was surprised by these provisions, saying, I don't know of any time when such monitoring has been used on an artist."	male
"When Tippin, at the urging of Jack, mentions The Circumference, Khasinau has Tippin come to Paris and has him interrogated under sodium pentathol. "	" Khasinau arranges for Tippin to be kidnapped by Sark from a CIA safehouse, transported to Taipei and tortured by an evil dentist for more information about the Circumference."	male
Various attempts have been made to clear up the error concerning the mention of Tyre as a subsequent bishopric of Methodius; it is possible that he was transported to Tyre during the persecution and died there. 	" Methodius had a comprehensive philosophical education, and was an important theologian as well as a prolific and polished author."	male
"Greene's repetitive, rambling free associations recall everything from his Halloween costume and old songs to ice cream parlors, state fairs and clothing fads. "	" Unfortunately, the author's dusty attic of lost Americana is cluttered with clichés, nostalgia and overly sentimental yearnings."	male
"By chance, the original maker, now a grown man, is working there as a local guide and he also sees the newspaper. "	" Each movement of the canoe is celebrated by a short chapter, suitable for reading aloud to a child and decorated with black-and-white sketches and at least one full-page watercolor, all by the author."	male
"In a 2019 interview with CNBC, he told how he sees great potential with Lyft and even though the company went public in 2018, he is bullish on the company and will be invested in it for a long time. "	 This marks the first time an honor of this kind has been bestowed upon a rap artist.	male
"He is the father of Simon Festing, the former executive director of the Research Defence Society, which focuses on supplying information about, and defending, the use of animals in medical experiments in the UK. "	 Festing is the author of over 200 scientific papers on laboratory animal genetics and related issues.	male
Thereafter he was an inmate at Brandenburg-Görden Prison in Brandenburg an der Havel until 1945. 	" From 1945 to 1946, Seibt was the first secretary of the Brandenburg district leadership and a member of the KPD Brandenburg state leadership."	male
"According to al-Jawbari in his book Kashf al-Asrar (Unveiling the Secrets)members of the Haydariyya dervish order took Hashish before staging their performances of self-mutilation, in order to numb the pain. "	 The author was a conjuror whose writing was an exposé of not only magic tricks but also the 'dodges' of beggars and other 'low-life'.	male
Criegee himself was still drafted by end of the war as a young man. 	" After four semesters of study and moderate success, but the experience from the student fraternity Germania and twelve duels Criegee changed to the University of Greifswald."	male
"A third review, while not identifying any specific themes, said the author was layering his themes to make the book more exciting. "	 One of my goals as an author is to explore various aspects of human nature.	male
Davis was then sentenced to a six-month prison term where he was able to do some research. 	 Opinions expressed in this paper are the author's and are not necessarily those of the Bureau of Prisons.	male
"After the war, he enrolled at the University of Louisville and earned a Bachelor of Arts degree in 1948 and a law degree in 1950. "	 Cook was elected to the Kentucky House of Representatives in 1957 and again in 1959.	male
The yoga scholar-practitioner Norman Sjoman notes in his analysis of modern yoga that the asanas of B. K. S. Iyengar's Light on Yoga were already published in The Complete Illustrated Book of Yoga with different names. 	" Sjoman comments that Vishnudevananda was a student of Sivananda, a Dravidian belonging to the Diksitar family, the traditional custodians of the Cidambaram temple, and suggests that the book must have been describing those inherited traditions."	male
"Since 1976, he has worked as a freelance writer. "	" Maar is the author of a large number of novels, short stories and plays."	male
"He is also a member of the group Dilated Peoples, as well as being one-half of Step Brothers with The Alchemist. "	" Before creating music, Perretta was a graffiti artist."	male
František was the first non-British pilot to have a bar added to his Distinguished Flying Medal when he posthumously received one on 28 October 1940. 	" Janoušek also quoted the anonymous author of the 1941 book Together we Fly, A Salute to Airmen, who called František the greatest of all Czechoslovak pilots, perhaps one of the greatest fighters of all time."	male
"The four-volume work, published over a period of five years, sets forth his thoughts on education and proposals for systemic reform. "	" Rather than education serving the state, as embodied in the Imperial Rescript on Education, Makiguchi proposed a student-centered education with the purpose of ensuring the happiness of the learner."	male
"At any rate, Philotas, the physician of Amphissa, used to tell my grandfather, Lamprias, that he was in Alexandria at the time, studying his profession, and that having got well acquainted with one of the royal cooks, he was easily persuaded by him (young man that he was) to take a view of the extravagant preparations for a royal supper. "	" But the cook burst out laughing and said: The guests are not many, only about twelve; but everything that is set before them must be at perfection, and this an instant of time reduces."	male
"Like pianist Franz Liszt, in his teaching, Auer did not focus on technical matters with his students. "	" If a student ran into a technical problem, Auer did not offer any suggestions."	male
Preparation for any role was very important for him. 	" The dancer says, It is desirable to know everything about the ballet, about the character, the composer, the choreographer – everything."	male
"After the season, Zombo announced his retirement from the game. "	 Zombo is an accomplished artist who has worked on projects like the promotional issue of the City of Heroes comic book.	male
"In September that year, he was appointed a deputy secretary in the Department of Supply, rising to the rank of full secretary by 1945. "	" Patel became Home Secretary under Vallabhbhai Patel in 1946, serving till 1950."	male
"In 1993 Jungnickel joined Augsburg University where he occupies the chair for discrete mathematics, optimisation, and operations research. "	 A reviewer notes that The author does a beautiful job showing and developing the practical applicability of the fascinating area of finite field theory.	male
"In June 1842 he welcomed at Templeogue, four miles southwest of Dublin, the author of the Snob Papers on his Irish tour (the Sketch Book was, later, dedicated to Lever). "	 The author's character is not humour but sentiment.	male
"The artist currently lives and works in the outskirts of Cali, where he devotes his time both to the exploration of painting and artistic materials and techniques. "	 The artist's online magazine has been discontinued as of 2007.	male
In 1866 he became an instructor in palaeontology at the University of Munich and at the same time taught Princess Theresa and Prince Arnulf of Bavaria. 	" Although an excellent teacher, and especially competent in practical work, Waagen, who was a most loyal Catholic, had little prospect of obtaining a professorship at the University of Munich."	male
"But it is the potential insight into the sonnets' chronology, through the relationship of this to Time's pencil and my pupil pen, that is the focus of the debate: George Steevens regards the words as evidence Shakespeare wrote his sonnets as a youth; for T. W. "	" While in general terms Time is in this line a form of artist (rather than a destroyer, as elsewhere in the cycle), its exact function is unclear."	male
"The student confesses he does not know, with the ethical precept, answering with untruth, when one does not know the answer, is wrong. "	 The student asks sage Pippalada the same question.	male
"After leaving the band, he ran a whole food shop for about five years. "	 Cullimore went on to become a journalist and author of over 120 children's books.	male
"In 1849, he was appointed to a teaching post in Ajaccio (Corsica), then in 1853 moved on to the lycée in Avignon. "	" Fabre was a popular teacher, physicist, chemist and botanist."	male
"In 2006 he became Associate Professor at Istanbul Bilgi University, and in 2008 Professor of Turkology at the Institute for the Near and Middle East of the University of Munich. "	" Neumann is the author, publisher and translator of several books on the subject."	male
He is the recipient of many academic honours (see below). 	" Giddens, the author of over 34 books and 200 articles, essays and reviews, has contributed and written about most notable developments in the area of social sciences, with the exception of research design and methods."	male
"By studying the histolotgic sections of the teeth of animals, he inspired a new discipline: the histo-physiology of teeth and surrounding structures. "	 Schour was an innovative teacher who ensured that dental professionals were kept abreast of non-dental research in the other sciences by founding the annual Midwest Seminar of Dental Medicine.	male
"As a young man, Avakian became involved with the Students for a Democratic Society (SDS) at Berkeley, the Free Speech Movement and the Black Panther Party. "	" By the time that SDS split into three factions in summer 1969, Avakian was a leading member of the Revolutionary Youth Movement II faction, and was their candidate for National Secretary."	male
"In 2011, Italian photographer Ruben Salvadori challenged the expectation of objective truth that the general public associates to photojournalism with his project Photojournalism Behind the Scenes. "	" By including the traditionally invisible photographer into the frame, Salvadori sought to ignite a discussion about the ethics of the profession, and indicate a need for audiences to be active viewers who understand and recognize the potential subjectivity of the photographic medium."	male
"He was a staunch defender of Captain Alfred Dreyfus, whom he considered an innocent man. "	 The artist's suspicions were substantiated after one of Dreyfus's accusers broke down under interrogation.	male
Muybridge used the projector in his public lectures from 1880 to 1895. 	 The projector used 16 glass disks onto which Muybridge had an unidentified artist paint the sequences as silhouettes.	male
"In the late 1980s and early 1990s, he turned from programming and application books to imaging technology, writing some of the very first books devoted to scanners (The Complete Scanner Handbook, Dow-Jones Irwin, 1990) and digital Photography (Digital Photography, MIS Press, 1995.) "	" While working full-time as an author, Busch continued to write articles and monthly columns for magazines such HomePC, Macworld, Internet World, NetGuide, Windows Magazine, Windows Sources, and many other publications."	male
It was maintained that he appropriated the thoughts of his teacher Hasdai Crescas without giving him due credit. 	" Crescas having been Albo's teacher, the similarities are only such as might be reasonably expected in the writings of both teacher and student."	male
"CP Leblond was born in Lille, France, in 1910, the son of a building contractor who died when Leblond was only 10 years old, leaving his mother to raise four boys on her own. "	" A brilliant student, Leblond debated becoming a film producer, an architect or a scientist."	male
He ran for the governorship of Cebu in 1931 and became the President of the League of Provincial Governors of the Philippines. 	 Cuenco was Secretary of Public Works and Communications from 1936 to 1939.	male
"During the 1870s, several incidents made Alexander Stewart hostile towards Seligman, although the two men had served together on the board of the New York Railways Company, whose president was Judge Henry Hilton, a Tweed Ring associate. "	 The first incident involved Seligman's declining the post of Secretary of the Treasury.	male
"His designed products also included a remarkable transistor radio, made from ordinary metal food cans and powered by a burning candle, that was designed to actually be produced cheaply in developing countries. "	" Papanek received numerous awards, including a Distinguished Designer fellowship from the National Endowment for the Arts in 1988."	male
"Kucan appeared on Conspiracy Theory with Jesse Ventura on truTV, where he was enlisted by Ventura as the resident skeptic. "	 Kucan is the author of the novel Full Contact: The Collected Stories.	male
"In 1916, Schulz Solari first signed his work Xul Solar,” ostensibly for the purposes to simplify the phonetics of his name, but an examination of the adopted name reveals that the first name is the reverse of lux,” which means light in Latin. "	" Combined with solar, the name reads as the light of the sun, and demonstrates the artist's affinity for the universal source of light and energy."	male
"He returned to France and died on 22 July 1877 in Poitiers, while caring for his father. "	 This botanist is denoted by the author abbreviation Wedd.	male
	 A surrogate's life may be very similar to that of the author.	male
The symbols that Haki Xhakli communicates in his paintings are universal and autochthonous. 	 The inevitable symbol which is present in almost every painting of the artist is the horse.	male
"Apart from his parliamentary activities, Bellenger wrote a column for the Sunday Pictorial under the byline Voice of the Services. "	" When the Labour Party returned to government with a landslide at the 1945 general election, Bellenger was appointed Financial Secretary to the War Office."	male
I am the Ietada who wishes to bequeth his name to generations to come. 	 Ietada is singled out as an example of the honor of samurai and prowess by the author of Hogen Monogatari:	male
There isn't any record of Mr. Hewes ever relinquishing his Quaker membership nor is there any evidence that he was disowned by any Friends Monthly Meeting. 	" At the beginning of the year 1776, Hewes was appointed as the new Secretary of the Naval Affairs Committee."	male
"In the United States, the song peaked at number 50 on the Billboard Hot 100 pop singles chart, the first hit for Presley since 1981, and extending his list of charted singles into the 21st century. "	" The sit-down sections of the special were a forerunner of MTV Unplugged, showing for the first time an artist in a casual setting."	male
He has two daughters and a son. 	 Vaiko is now the general secretary of the MDMK party.	male
"Although he has done boxing and mixed martial arts, he is mainly a football player, playing twice a week. "	" As an elementary and high school student, Cuenca played as a football varsity player for PAREF Southridge School."	male
"He accompanied Friedman in his numerous tours of China, and was present when Friedman met with Chinese leader Zhao Ziyang to discuss economic reforms. "	 Cheung was also an avid photographer.	male
"It finally leads him to union with Christ by exciting love for him as well as by pointing out the frailty of all creatures: It is necessary to leave the beloved thing for the beloved, because Jesus wishes to be loved above all things (Oportet dilectum propter dilectum relinquere, quia Jesus vult solus super omnia amari: II, xvii). "	" Though the book betrays that the author was well versed not only in Scholastic philosophy and theology, but also in the secrets of the mystical life, yet this fact never obtrudes itself on the reader, nor does it obscure the meaning of the contents."	male
At the end of the season he was again awarded the Young Player of the Year award as well as being shortlisted for ICC Emerging Player of the Year. 	" As well as the one day series against Pakistan, Cook was overlooked for the 2006 Champions Trophy squad."	male
"Five of Unaipon's traditional stories were published in 1929 as Native Legends, under his own name and with his picture on the cover. "	" They have been republished in their original form, under the author's name, as Legendary Tales of the Australian Aborigines."	male
"He moved to Fort Wayne as a small child, when his mother left his father. "	 Shriner learned to play the harmonica as a grade school student.	male
"It was in these February 1858 speeches that Blackwell first argued that woman suffrage was politically expedient no matter a party's principles or goals: Enfranchising women, he said, would allow Republicans to more than double their influence toward abolishing slavery, the American Party to double the number of native-born voters, and Democrats to give votes to labor. "	 Blackwell served as secretary of this organization during its three-year existence.	male
"In the course of this work, he discovered that not all gases expand equally when heated and that Boyle's Law is only an approximation, especially at temperatures near a substance's boiling point. "	 Regnault was also an avid amateur photographer.	male
"(2018) as well as the Hulu original series, “Shrill”, as the main character’s (Aidy Bryant) father. "	" Stern works as an artist, specializing in bronze sculpture."	male
"One installation/performance work from this period, perhaps his best known work, is Seedbed (January 15–29, 1972). "	 One motivation behind Seedbed was to involve the public in the work's production by creating a situation of reciprocal interchange between artist and viewer.	male
"He delivered a paper at the First Migraine Symposium in 1966 on Migraine: from Cappadocia to Queen Square, combining his clinical interest with his love of history. "	" Critchley was a handsome and impressive figure, a superb speaker and a lifelong student of the human mind."	male
Between the second half of 1780s until his death in 1802 Argunov did not paint but spent all his time managing different estates and businesses of the Sheremetevs. 	 Argunov was an important teacher of art.	male
"At Eton he developed an interest in ornithology, guided by science master W. "	 Piggy was a genius as a teacher ...	male
"Seriously interested in joining pro sumo, Nakamura was interviewed at a number of stables before graduating, and upon finishing university, he joined Miyagino stable. "	 Nakamura became an attendant and apprentice to yokozuna Hakuhō.	male
"His single Returner (Yami no Shūen), released on June 20, 2007, was his first and only single to reach the number one spot on the Oricon charts. "	" As a solo artist, Gackt has sold over 10 million records."	male
"He is now a choreographer and dancer, and he is a member of the dancing group Oyaji dancers, where oyaji is a faintly derogatory Japanese word literally meaning dad but also used for middle-aged men in general. "	 Suzuki made a brief appearance as a dancer in the video for the song O!	male
"Taeger's first career choice was professional baseball, and he did play briefly on a farm team for the Los Angeles Dodgers. "	 A high school teacher had suggested Taeger try public speaking and acting.	male
"A Complete Course of Lithography combined Senefelder's history of his own invention with a practical guide to lithography, and remained in print as recently as 1977 (Da Capo Press). "	" Unlike previous printmaking techniques, such as engraving, that required advanced craft skills, lithography facilitated greater accuracy and textural variety, because the artist could now draw directly onto the plate with familiar pens."	male
"In 1995, he made an appearance on Broadway, providing the voice of the titular book in the 1995 revival of How to Succeed in Business Without Really Trying. "	" Cronkite was a finalist for NASA's Journalist in Space program, which mirrored the Teacher in Space Project, an opportunity that was suspended after the Challenger disaster in 1986."	male
"He also campaigned for the British government to do their part by preserving a Second World War airfield in its original condition for future generations to see, and for the history of each airfield to be recorded fully and the men and sacrifice never forgotten. "	 The book took 18 months to compile and drew upon the author's knowledge and experience working in airfields and documenting their history.	male
